,original_acc,dropped_acc
0,1.0,1.0
1,0.9,0.9
2,0.9,0.9
3,0.9,0.9
4,0.7,0.7
5,0.9,0.9
6,1.0,0.9
7,0.7,0.6
8,0.9,0.9
9,0.8,0.8
