,original_acc,dropped_acc
0,1.0,1.0
1,1.0,1.0
2,1.0,1.0
3,1.0,0.8
4,1.0,1.0
5,0.9,0.9
6,1.0,0.8
7,1.0,1.0
8,0.8,0.7
9,1.0,1.0
