cell,predict_cell
PAT19(LGD)_BD162,PAT14(NDBE)_D_95
PAT19(LGD)_BD163,PAT9(NDBE)_J_153
PAT19(LGD)_BD164,PAT19(LGD)_B_259
PAT19(LGD)_BD165,PAT6(LGD)_H_209
PAT19(LGD)_BD166,PAT20(ESO)_E_175
PAT19(LGD)_BD167,PAT9(NDBE)_J_261
PAT19(LGD)_BD168,PAT20(CARD)_F_351
PAT19(LGD)_BD169,PAT20(CARD)_F_373
PAT19(LGD)_BD171,PAT20(ESO)_E_169
PAT19(LGD)_BD172,PAT9(NDBE)_J_334
PAT19(LGD)_BD175,PAT9(NDBE)_J_132
PAT19(LGD)_BD176,PAT6(HGD)_I_224
PAT19(LGD)_BD177,PAT20(ESO)_E_56
PAT19(LGD)_BD178,PAT20(ESO)_E_337
PAT19(LGD)_BD179,PAT6(HGD)_I_102
PAT19(LGD)_BD180,PAT19(LGD)_B_155
PAT19(LGD)_BD181,PAT20(ESO)_E_271
PAT19(LGD)_BD182,PAT14(NDBE)_D_343
PAT19(LGD)_BD183,PAT6(LGD)_H_130
PAT19(LGD)_BD184,PAT6(LGD)_H_51
PAT19(LGD)_BD185,PAT6(LGD)_H_110
PAT19(LGD)_BD186,PAT19(LGD)_B_223
PAT19(LGD)_BD187,PAT14(HGD)_C_215
PAT19(LGD)_BD188,PAT20(CARD)_F_171
PAT19(LGD)_BD189,PAT9(NDBE)_J_115
PAT19(LGD)_BD190,PAT20(ESO)_E_117
PAT19(LGD)_BD191,PAT6(HGD)_I_5
PAT19(LGD)_BD192,PAT20(CARD)_F_274
PAT19(LGD)_BD195,PAT16(NDBE)_B_248
PAT19(LGD)_BD196,PAT9(NDBE)_J_338
PAT19(LGD)_BD197,PAT14(NDBE)_D_115
PAT19(LGD)_BD198,PAT20(ESO)_E_346
PAT19(LGD)_BD199,PAT6(LGD)_H_0
PAT19(LGD)_BD200,PAT19(LGD)_B_158
PAT19(LGD)_BD201,PAT16(NDBE)_B_39
PAT19(LGD)_BD203,PAT20(ESO)_E_308
PAT19(LGD)_BD204,PAT14(NDBE)_D_253
PAT19(LGD)_BD205,PAT20(ESO)_E_289
PAT19(LGD)_BD206,PAT20(ESO)_E_52
PAT19(LGD)_BD207,PAT6(LGD)_H_354
PAT19(LGD)_BD208,PAT20(ESO)_E_198
PAT19(LGD)_BD209,PAT20(CARD)_F_17
PAT19(LGD)_BD210,PAT19(LGD)_B_291
PAT19(LGD)_BD211,PAT16(EAC)_A_353
PAT19(LGD)_BD212,PAT19(LGD)_B_39
PAT19(LGD)_BD213,PAT9(NDBE)_J_130
PAT19(LGD)_BD214,PAT20(ESO)_E_343
PAT19(LGD)_BD215,PAT20(ESO)_E_202
PAT19(LGD)_BD216,PAT19(LGD)_B_373
PAT19(LGD)_BD217,PAT6(LGD)_H_77
PAT19(LGD)_BD219,PAT20(CARD)_F_67
PAT19(LGD)_BD220,PAT20(CARD)_F_311
PAT19(LGD)_BD221,PAT16(NDBE)_B_62
PAT19(LGD)_BD222,PAT9(NDBE)_J_187
PAT19(LGD)_BD223,PAT19(LGD)_B_37
PAT19(LGD)_BD224,PAT14(HGD)_C_358
PAT19(LGD)_BD225,PAT6(LGD)_H_211
PAT19(LGD)_BD226,PAT16(EAC)_A_252
PAT19(LGD)_BD227,PAT9(NDBE)_J_295
PAT19(LGD)_BD228,PAT20(CARD)_F_162
PAT19(LGD)_BD229,PAT14(HGD)_C_374
PAT19(LGD)_BD230,PAT20(ESO)_E_42
PAT19(LGD)_BD231,PAT14(NDBE)_D_367
PAT19(LGD)_BD232,PAT14(NDBE)_D_281
PAT19(LGD)_BD233,PAT19(LGD)_B_104
PAT19(LGD)_BD234,PAT19(LGD)_B_198
PAT19(LGD)_BD235,PAT20(ESO)_E_87
PAT19(LGD)_BD236,PAT14(NDBE)_D_317
PAT19(LGD)_BD237,PAT20(CARD)_F_251
PAT19(LGD)_BD238,PAT20(CARD)_F_125
PAT19(LGD)_BD239,PAT6(LGD)_H_150
PAT19(LGD)_BD240,PAT14(NDBE)_D_175
PAT19(LGD)_BD242,PAT6(LGD)_H_109
PAT19(LGD)_BD243,PAT14(HGD)_C_354
PAT19(LGD)_BD244,PAT9(NDBE)_J_234
PAT19(LGD)_BD245,PAT19(LGD)_B_361
PAT19(LGD)_BD247,PAT6(LGD)_H_141
PAT19(LGD)_BD248,PAT20(ESO)_E_210
PAT19(LGD)_BD250,PAT20(CARD)_F_304
PAT19(LGD)_BD251,PAT14(HGD)_C_334
PAT19(LGD)_BD252,PAT19(LGD)_B_170
PAT19(LGD)_BD253,PAT20(CARD)_F_320
PAT19(LGD)_BD254,PAT6(LGD)_H_333
PAT19(LGD)_BD255,PAT14(NDBE)_D_77
PAT19(LGD)_BD256,PAT14(NDBE)_D_319
PAT19(LGD)_BD257,PAT20(ESO)_E_220
PAT19(LGD)_BD258,PAT20(CARD)_F_215
PAT19(LGD)_BD259,PAT20(CARD)_F_329
PAT19(LGD)_BD260,PAT16(NDBE)_B_365
PAT19(LGD)_BD261,PAT20(CARD)_F_280
PAT19(LGD)_BD262,PAT16(NDBE)_B_88
PAT19(LGD)_BD263,PAT20(CARD)_F_155
PAT19(LGD)_BD264,PAT9(NDBE)_J_290
PAT19(LGD)_BD265,PAT20(CARD)_F_70
PAT19(LGD)_BD267,PAT19(LGD)_B_143
PAT19(LGD)_BD268,PAT16(NDBE)_B_329
PAT19(LGD)_BD269,PAT14(NDBE)_D_233
PAT19(LGD)_BD270,PAT9(NDBE)_J_298
PAT19(LGD)_BD271,PAT20(CARD)_F_76
PAT19(LGD)_BD272,PAT14(HGD)_C_381
PAT19(LGD)_BD273,PAT20(ESO)_E_162
PAT19(LGD)_BD274,PAT20(CARD)_F_262
PAT19(LGD)_BD275,PAT14(NDBE)_D_205
PAT19(LGD)_BD276,PAT20(CARD)_F_300
PAT19(LGD)_BD277,PAT6(LGD)_H_334
PAT19(LGD)_BD278,PAT9(NDBE)_J_214
PAT19(LGD)_BD279,PAT19(LGD)_B_47
PAT19(LGD)_BD280,PAT6(LGD)_H_305
PAT19(LGD)_BD281,PAT19(LGD)_B_250
PAT19(LGD)_BD282,PAT6(LGD)_H_221
PAT19(LGD)_BD283,PAT6(LGD)_H_259
PAT19(LGD)_BD284,PAT6(LGD)_H_19
PAT19(LGD)_BD285,PAT20(ESO)_E_295
PAT19(LGD)_BD286,PAT20(ESO)_E_82
PAT19(LGD)_BD287,PAT20(CARD)_F_238
PAT19(LGD)_BD288,PAT20(HGD1)_D_277
PAT19(LGD)_BD290,PAT19(LGD)_B_287
PAT19(LGD)_BD291,PAT16(EAC)_A_41
PAT19(LGD)_BD293,PAT19(LGD)_B_298
PAT19(LGD)_BD294,PAT9(NDBE)_J_35
PAT19(LGD)_BD295,PAT9(NDBE)_J_39
PAT19(LGD)_BD296,PAT9(NDBE)_J_186
PAT19(LGD)_BD297,PAT6(LGD)_H_296
PAT19(LGD)_BD298,PAT20(ESO)_E_205
PAT19(LGD)_BD299,PAT20(CARD)_F_379
PAT19(LGD)_BD300,PAT20(ESO)_E_40
PAT19(LGD)_BD301,PAT19(LGD)_B_306
PAT19(LGD)_BD302,PAT19(LGD)_B_100
PAT19(LGD)_BD303,PAT9(NDBE)_J_33
PAT19(LGD)_BD305,PAT14(HGD)_C_333
PAT19(LGD)_BD306,PAT9(NDBE)_J_68
PAT19(LGD)_BD307,PAT20(ESO)_E_279
PAT19(LGD)_BD308,PAT6(HGD)_I_167
PAT19(LGD)_BD309,PAT19(LGD)_B_248
PAT19(LGD)_BD311,PAT20(ESO)_E_269
PAT19(LGD)_BD312,PAT20(CARD)_F_305
PAT19(LGD)_BD313,PAT19(LGD)_B_145
PAT19(LGD)_BD314,PAT6(HGD)_I_242
PAT19(LGD)_BD315,PAT16(EAC)_A_363
PAT19(LGD)_BD316,PAT20(ESO)_E_139
PAT19(LGD)_BD317,PAT19(LGD)_B_87
PAT19(LGD)_BD319,PAT6(LGD)_H_143
PAT19(LGD)_BD320,PAT6(LGD)_H_160
PAT19(LGD)_BD321,PAT20(CARD)_F_198
PAT19(LGD)_BD322,PAT9(NDBE)_J_262
PAT19(LGD)_BD323,PAT20(CARD)_F_121
PAT19(LGD)_BD324,PAT20(CARD)_F_381
PAT19(LGD)_BD325,PAT20(ESO)_E_32
PAT19(LGD)_BD326,PAT6(LGD)_H_169
PAT19(LGD)_BD327,PAT20(ESO)_E_257
PAT19(LGD)_BD328,PAT16(NDBE)_B_286
PAT19(LGD)_BD329,PAT19(LGD)_B_30
PAT19(LGD)_BD330,PAT20(CARD)_F_221
PAT19(LGD)_BD331,PAT20(CARD)_F_253
PAT19(LGD)_BD332,PAT16(NDBE)_B_175
PAT19(LGD)_BD333,PAT9(NDBE)_J_333
PAT19(LGD)_BD334,PAT20(CARD)_F_267
PAT19(LGD)_BD335,PAT16(NDBE)_B_328
PAT19(LGD)_BD336,PAT16(EAC)_A_229
PAT19(LGD)_BD337,PAT20(HGD1)_D_168
PAT19(LGD)_BD338,PAT20(CARD)_F_259
PAT19(LGD)_BD339,PAT6(LGD)_H_255
PAT19(LGD)_BD340,PAT6(LGD)_H_238
PAT19(LGD)_BD341,PAT14(NDBE)_D_299
PAT19(LGD)_BD342,PAT19(LGD)_B_377
PAT19(LGD)_BD343,PAT19(LGD)_B_167
PAT19(LGD)_BD344,PAT20(CARD)_F_378
PAT19(LGD)_BD345,PAT9(NDBE)_J_46
PAT19(LGD)_BD346,PAT6(LGD)_H_24
PAT19(LGD)_BD347,PAT14(NDBE)_D_54
PAT19(LGD)_BD348,PAT6(LGD)_H_268
PAT19(LGD)_BD349,PAT6(HGD)_I_105
PAT19(LGD)_BD350,PAT14(NDBE)_D_162
PAT19(LGD)_BD351,PAT19(LGD)_B_246
PAT19(LGD)_BD352,PAT20(CARD)_F_277
PAT19(LGD)_BD353,PAT6(HGD)_I_305
PAT19(LGD)_BD354,PAT14(NDBE)_D_80
PAT19(LGD)_BD355,PAT20(CARD)_F_167
PAT19(LGD)_BD356,PAT6(LGD)_H_163
PAT19(LGD)_BD357,PAT20(ESO)_E_184
PAT19(LGD)_BD358,PAT20(CARD)_F_264
PAT19(LGD)_BD359,PAT14(HGD)_C_339
PAT19(LGD)_BD361,PAT16(NDBE)_B_270
PAT19(LGD)_BD362,PAT9(NDBE)_J_40
PAT19(LGD)_BD363,PAT6(LGD)_H_162
PAT19(LGD)_BD365,PAT14(HGD)_C_278
PAT19(LGD)_BD366,PAT9(NDBE)_J_211
PAT19(LGD)_BD367,PAT14(NDBE)_D_207
PAT19(LGD)_BD368,PAT14(NDBE)_D_126
PAT19(LGD)_BD369,PAT20(CARD)_F_101
PAT19(LGD)_BD370,PAT20(ESO)_E_142
PAT19(LGD)_BD371,PAT19(LGD)_B_300
PAT19(LGD)_BD372,PAT9(NDBE)_J_126
PAT19(LGD)_BD373,PAT16(EAC)_A_211
PAT19(LGD)_BD374,PAT6(LGD)_H_53
PAT19(LGD)_BD375,PAT19(LGD)_B_115
PAT19(LGD)_BD376,PAT6(LGD)_H_300
PAT19(LGD)_BD377,PAT20(ESO)_E_299
PAT19(LGD)_BD378,PAT20(ESO)_E_86
PAT19(LGD)_BD379,PAT19(LGD)_B_221
PAT19(LGD)_BD380,PAT9(NDBE)_J_306
PAT19(LGD)_BD381,PAT20(HGD1)_D_374
PAT19(LGD)_BD382,PAT6(LGD)_H_147
PAT19(LGD)_BD383,PAT16(NDBE)_B_364
PAT6(HGD)_BG004,PAT6(LGD)_H_136
PAT6(HGD)_BG008,PAT6(HGD)_I_85
PAT6(HGD)_BG009,PAT6(HGD)_I_51
PAT6(HGD)_BG011,PAT6(HGD)_I_232
PAT6(HGD)_BG012,PAT6(HGD)_I_266
PAT6(HGD)_BG014,PAT6(LGD)_H_79
PAT6(HGD)_BG015,PAT6(HGD)_I_127
PAT6(HGD)_BG016,PAT6(HGD)_I_310
PAT6(HGD)_BG018,PAT6(LGD)_H_217
PAT6(HGD)_BG019,PAT6(HGD)_I_60
PAT6(HGD)_BG020,PAT6(HGD)_I_179
PAT6(HGD)_BG021,PAT6(HGD)_I_214
PAT6(HGD)_BG024,PAT6(HGD)_I_205
PAT6(HGD)_BG026,PAT6(HGD)_I_284
PAT6(HGD)_BG029,PAT6(HGD)_I_82
PAT6(HGD)_BG030,PAT6(HGD)_I_335
PAT6(HGD)_BG031,PAT6(HGD)_I_235
PAT6(HGD)_BG032,PAT6(HGD)_I_295
PAT6(HGD)_BG033,PAT6(HGD)_I_99
PAT6(HGD)_BG035,PAT6(HGD)_I_121
PAT6(HGD)_BG037,PAT6(HGD)_I_234
PAT6(HGD)_BG038,PAT6(HGD)_I_15
PAT6(HGD)_BG048,PAT16(EAC)_A_188
PAT6(HGD)_BG052,PAT6(HGD)_I_88
PAT6(HGD)_BG054,PAT6(HGD)_I_150
PAT6(HGD)_BG055,PAT6(LGD)_H_327
PAT6(HGD)_BG063,PAT6(HGD)_I_186
PAT6(HGD)_BG065,PAT6(HGD)_I_174
PAT6(HGD)_BG067,PAT6(HGD)_I_229
PAT6(HGD)_BG069,PAT6(HGD)_I_67
PAT6(HGD)_BG070,PAT6(HGD)_I_308
PAT6(HGD)_BG072,PAT6(LGD)_H_42
PAT6(HGD)_BG074,PAT6(HGD)_I_36
PAT6(HGD)_BG078,PAT6(LGD)_H_239
PAT6(HGD)_BG080,PAT9(NDBE)_J_88
PAT6(HGD)_BG082,PAT6(HGD)_I_258
PAT6(HGD)_BG083,PAT6(HGD)_I_25
PAT6(HGD)_BG085,PAT6(HGD)_I_169
PAT6(HGD)_BG086,PAT6(HGD)_I_68
PAT6(HGD)_BG087,PAT6(HGD)_I_84
PAT6(HGD)_BG088,PAT6(HGD)_I_61
PAT6(HGD)_BG089,PAT6(HGD)_I_13
PAT6(HGD)_BG090,PAT6(HGD)_I_151
PAT6(HGD)_BG092,PAT6(LGD)_H_144
PAT6(HGD)_BG093,PAT6(LGD)_H_17
PAT6(HGD)_BG094,PAT6(HGD)_I_21
PAT6(HGD)_BG095,PAT6(HGD)_I_122
PAT6(HGD)_BG097,PAT6(HGD)_I_278
PAT6(HGD)_BG098,PAT6(HGD)_I_139
PAT6(HGD)_BG099,PAT6(HGD)_I_55
PAT6(HGD)_BG100,PAT6(HGD)_I_160
PAT6(HGD)_BG101,PAT6(HGD)_I_124
PAT6(HGD)_BG104,PAT6(HGD)_I_128
PAT6(HGD)_BG106,PAT6(HGD)_I_9
PAT6(HGD)_BG107,PAT16(NDBE)_B_215
PAT6(HGD)_BG108,PAT6(HGD)_I_117
PAT6(HGD)_BG110,PAT6(HGD)_I_161
PAT6(HGD)_BG112,PAT6(HGD)_I_220
PAT6(HGD)_BG113,PAT14(HGD)_C_232
PAT6(HGD)_BG114,PAT6(HGD)_I_314
PAT6(HGD)_BG115,PAT6(LGD)_H_260
PAT6(HGD)_BG116,PAT6(HGD)_I_211
PAT6(HGD)_BG117,PAT6(HGD)_I_196
PAT6(HGD)_BG119,PAT6(HGD)_I_320
PAT6(HGD)_BG124,PAT6(HGD)_I_282
PAT6(HGD)_BG125,PAT6(LGD)_H_101
PAT6(HGD)_BG128,PAT6(HGD)_I_176
PAT6(HGD)_BG129,PAT6(HGD)_I_333
PAT6(HGD)_BG130,PAT6(HGD)_I_103
PAT6(HGD)_BG131,PAT6(HGD)_I_272
PAT6(HGD)_BG133,PAT6(HGD)_I_116
PAT6(HGD)_BG134,PAT6(HGD)_I_104
PAT6(HGD)_BG135,PAT6(HGD)_I_304
PAT6(HGD)_BG136,PAT6(HGD)_I_301
PAT6(HGD)_BG139,PAT6(HGD)_I_245
PAT6(HGD)_BG140,PAT6(HGD)_I_191
PAT6(HGD)_BG141,PAT6(HGD)_I_227
PAT6(HGD)_BG142,PAT6(LGD)_H_275
PAT6(HGD)_BG143,PAT6(LGD)_H_198
PAT6(HGD)_BG144,PAT6(HGD)_I_14
PAT6(HGD)_BG147,PAT6(HGD)_I_54
PAT6(HGD)_BG148,PAT6(LGD)_H_242
PAT6(HGD)_BG150,PAT6(LGD)_H_47
PAT6(HGD)_BG151,PAT6(HGD)_I_8
PAT6(HGD)_BG152,PAT6(HGD)_I_140
PAT6(HGD)_BG153,PAT6(HGD)_I_303
PAT6(HGD)_BG156,PAT6(HGD)_I_66
PAT6(HGD)_BG157,PAT6(HGD)_I_12
PAT6(HGD)_BG159,PAT6(HGD)_I_129
PAT6(HGD)_BG163,PAT6(LGD)_H_119
PAT6(HGD)_BG164,PAT6(HGD)_I_203
PAT6(HGD)_BG165,PAT20(CARD)_F_344
PAT6(HGD)_BG167,PAT6(HGD)_I_201
PAT6(HGD)_BG168,PAT6(HGD)_I_126
PAT6(HGD)_BG182,PAT6(HGD)_I_252
PAT6(HGD)_BG183,PAT6(HGD)_I_71
PAT6(HGD)_BG184,PAT6(HGD)_I_130
PAT6(HGD)_BG187,PAT6(HGD)_I_75
PAT6(HGD)_BG190,PAT6(HGD)_I_231
PAT6(HGD)_BG191,PAT6(HGD)_I_313
PAT6(HGD)_BG194,PAT6(HGD)_I_296
PAT6(HGD)_BG195,PAT6(LGD)_H_180
PAT6(HGD)_BG197,PAT6(HGD)_I_94
PAT6(HGD)_BG198,PAT6(LGD)_H_183
PAT6(HGD)_BG199,PAT6(HGD)_I_50
PAT6(HGD)_BG201,PAT6(HGD)_I_17
PAT6(HGD)_BG202,PAT6(LGD)_H_153
PAT6(HGD)_BG203,PAT6(HGD)_I_98
PAT6(HGD)_BG205,PAT6(HGD)_I_195
PAT6(HGD)_BG207,PAT6(HGD)_I_187
PAT6(HGD)_BG210,PAT6(LGD)_H_342
PAT6(HGD)_BG211,PAT6(HGD)_I_34
PAT6(HGD)_BG212,PAT6(HGD)_I_238
PAT6(HGD)_BG213,PAT6(HGD)_I_237
PAT6(HGD)_BG214,PAT6(HGD)_I_144
PAT6(HGD)_BG215,PAT20(CARD)_F_172
PAT6(HGD)_BG216,PAT6(HGD)_I_165
PAT6(HGD)_BG217,PAT6(HGD)_I_180
PAT6(HGD)_BG218,PAT6(HGD)_I_248
PAT6(HGD)_BG220,PAT6(LGD)_H_33
PAT6(HGD)_BG223,PAT6(HGD)_I_213
PAT6(HGD)_BG225,PAT6(HGD)_I_123
PAT6(HGD)_BG229,PAT6(LGD)_H_155
PAT6(HGD)_BG231,PAT6(HGD)_I_228
PAT6(HGD)_BG233,PAT6(HGD)_I_271
PAT6(HGD)_BG234,PAT6(HGD)_I_277
PAT6(HGD)_BG236,PAT6(HGD)_I_254
PAT6(HGD)_BG240,PAT6(LGD)_H_240
PAT6(HGD)_BG242,PAT6(HGD)_I_290
PAT6(HGD)_BG243,PAT6(HGD)_I_325
PAT6(HGD)_BG245,PAT6(LGD)_H_176
PAT6(HGD)_BG246,PAT6(HGD)_I_309
PAT6(HGD)_BG247,PAT6(LGD)_H_206
PAT6(HGD)_BG249,PAT6(LGD)_H_229
PAT6(HGD)_BG250,PAT6(HGD)_I_57
PAT6(HGD)_BG253,PAT6(HGD)_I_114
PAT6(HGD)_BG256,PAT6(HGD)_I_202
PAT6(HGD)_BG258,PAT6(HGD)_I_20
PAT6(HGD)_BG265,PAT6(HGD)_I_329
PAT6(HGD)_BG266,PAT6(HGD)_I_230
PAT6(HGD)_BG267,PAT6(HGD)_I_63
PAT6(HGD)_BG271,PAT6(HGD)_I_236
PAT6(HGD)_BG272,PAT6(HGD)_I_256
PAT6(HGD)_BG274,PAT6(HGD)_I_113
PAT6(HGD)_BG276,PAT6(HGD)_I_111
PAT6(HGD)_BG277,PAT19(LGD)_B_199
PAT6(HGD)_BG278,PAT6(HGD)_I_298
PAT6(HGD)_BG283,PAT6(LGD)_H_31
PAT6(HGD)_BG285,PAT6(HGD)_I_62
PAT6(HGD)_BG286,PAT6(HGD)_I_268
PAT6(HGD)_BG287,PAT6(HGD)_I_317
PAT6(HGD)_BG295,PAT6(HGD)_I_307
PAT6(HGD)_BG298,PAT19(LGD)_B_257
PAT6(HGD)_BG302,PAT6(HGD)_I_52
PAT6(HGD)_BG303,PAT6(LGD)_H_258
PAT6(HGD)_BG304,PAT6(HGD)_I_223
PAT6(HGD)_BG305,PAT6(HGD)_I_10
PAT6(HGD)_BG307,PAT6(HGD)_I_43
PAT6(HGD)_BG310,PAT6(HGD)_I_297
PAT6(HGD)_BG311,PAT6(HGD)_I_247
PAT6(HGD)_BG312,PAT20(ESO)_E_358
PAT6(HGD)_BG316,PAT6(HGD)_I_257
PAT6(HGD)_BG317,PAT6(HGD)_I_138
PAT6(HGD)_BG325,PAT6(HGD)_I_143
PAT6(HGD)_BG326,PAT6(LGD)_H_254
PAT6(HGD)_BG330,PAT6(HGD)_I_100
PAT6(HGD)_BG331,PAT9(NDBE)_J_284
PAT6(HGD)_BG332,PAT20(ESO)_E_282
PAT6(HGD)_BG333,PAT6(HGD)_I_274
PAT6(HGD)_BG342,PAT6(HGD)_I_300
PAT6(HGD)_BG347,PAT6(HGD)_I_279
PAT6(HGD)_BG348,PAT6(HGD)_I_177
PAT6(HGD)_BG351,PAT9(NDBE)_J_13
PAT6(HGD)_BG352,PAT6(HGD)_I_137
PAT6(HGD)_BG353,PAT6(HGD)_I_132
PAT6(HGD)_BG357,PAT6(HGD)_I_73
PAT6(HGD)_BG359,PAT6(LGD)_H_378
PAT6(HGD)_BG363,PAT6(HGD)_I_83
PAT6(HGD)_BG364,PAT6(HGD)_I_109
PAT6(HGD)_BG365,PAT6(HGD)_I_26
PAT6(HGD)_BG369,PAT6(HGD)_I_334
PAT6(HGD)_BG370,PAT6(LGD)_H_341
PAT6(HGD)_BG372,PAT6(HGD)_I_299
PAT6(HGD)_BG374,PAT6(LGD)_H_129
PAT6(HGD)_BG376,PAT6(LGD)_H_131
PAT6(HGD)_BG378,PAT20(ESO)_E_49
PAT6(HGD)_BG379,PAT6(HGD)_I_175
PAT6(HGD)_BG380,PAT6(HGD)_I_188
PAT6(HGD)_BG381,PAT6(HGD)_I_327
PAT14(HGD)_BH017,PAT6(LGD)_H_95
PAT14(HGD)_BH018,PAT9(NDBE)_J_71
PAT14(HGD)_BH023,PAT19(LGD)_B_59
PAT14(HGD)_BH025,PAT14(HGD)_C_143
PAT14(HGD)_BH031,PAT6(LGD)_H_220
PAT14(HGD)_BH035,PAT20(CARD)_F_355
PAT14(HGD)_BH040,PAT6(HGD)_I_37
PAT14(HGD)_BH050,PAT6(LGD)_H_52
PAT14(HGD)_BH056,PAT16(EAC)_A_24
PAT14(HGD)_BH063,PAT6(HGD)_I_273
PAT14(HGD)_BH065,PAT14(HGD)_C_378
PAT14(HGD)_BH068,PAT16(NDBE)_B_185
PAT14(HGD)_BH069,PAT14(HGD)_C_302
PAT14(HGD)_BH070,PAT14(HGD)_C_286
PAT14(HGD)_BH077,PAT14(HGD)_C_263
PAT14(HGD)_BH078,PAT20(CARD)_F_133
PAT14(HGD)_BH079,PAT14(HGD)_C_257
PAT14(HGD)_BH081,PAT16(NDBE)_B_258
PAT14(HGD)_BH082,PAT14(NDBE)_D_191
PAT14(HGD)_BH088,PAT16(NDBE)_B_238
PAT14(HGD)_BH093,PAT16(EAC)_A_237
PAT14(HGD)_BH095,PAT14(HGD)_C_365
PAT14(HGD)_BH099,PAT20(ESO)_E_14
PAT14(HGD)_BH101,PAT16(EAC)_A_308
PAT14(HGD)_BH104,PAT14(HGD)_C_277
PAT14(HGD)_BH113,PAT14(NDBE)_D_377
PAT14(HGD)_BH123,PAT6(LGD)_H_241
PAT14(HGD)_BH130,PAT20(CARD)_F_72
PAT14(HGD)_BH134,PAT16(EAC)_A_51
PAT14(HGD)_BH135,PAT9(NDBE)_J_111
PAT14(HGD)_BH144,PAT9(NDBE)_J_276
PAT14(HGD)_BH145,PAT19(LGD)_B_4
PAT14(HGD)_BH148,PAT16(EAC)_A_310
PAT14(HGD)_BH151,PAT16(EAC)_A_271
PAT14(HGD)_BH152,PAT16(EAC)_A_113
PAT14(HGD)_BH154,PAT16(EAC)_A_187
PAT14(HGD)_BH155,PAT20(HGD1)_D_378
PAT14(HGD)_BH156,PAT14(HGD)_C_218
PAT14(HGD)_BH162,PAT6(HGD)_I_44
PAT14(HGD)_BH163,PAT14(HGD)_C_371
PAT14(HGD)_BH164,PAT6(HGD)_I_263
PAT14(HGD)_BH165,PAT20(CARD)_F_275
PAT14(HGD)_BH167,PAT14(HGD)_C_220
PAT14(HGD)_BH170,PAT6(HGD)_I_101
PAT14(HGD)_BH174,PAT14(HGD)_C_328
PAT14(HGD)_BH177,PAT14(HGD)_C_362
PAT14(HGD)_BH178,PAT14(HGD)_C_165
PAT14(HGD)_BH179,PAT14(HGD)_C_319
PAT14(HGD)_BH183,PAT9(NDBE)_J_136
PAT14(HGD)_BH185,PAT9(NDBE)_J_364
PAT14(HGD)_BH188,PAT14(HGD)_C_366
PAT14(HGD)_BH198,PAT14(NDBE)_D_142
PAT14(HGD)_BH201,PAT20(CARD)_F_231
PAT14(HGD)_BH206,PAT14(HGD)_C_315
PAT14(HGD)_BH207,PAT6(HGD)_I_148
PAT14(HGD)_BH209,PAT6(HGD)_I_6
PAT14(HGD)_BH210,PAT19(LGD)_B_369
PAT14(HGD)_BH211,PAT16(EAC)_A_80
PAT14(HGD)_BH212,PAT14(HGD)_C_345
PAT14(HGD)_BH213,PAT20(CARD)_F_303
PAT14(HGD)_BH214,PAT14(HGD)_C_268
PAT14(HGD)_BH216,PAT20(CARD)_F_261
PAT14(HGD)_BH217,PAT20(ESO)_E_243
PAT14(HGD)_BH218,PAT20(CARD)_F_306
PAT14(HGD)_BH219,PAT20(CARD)_F_343
PAT14(HGD)_BH220,PAT14(HGD)_C_320
PAT14(HGD)_BH222,PAT20(HGD1)_D_66
PAT14(HGD)_BH223,PAT14(HGD)_C_317
PAT14(HGD)_BH225,PAT14(NDBE)_D_339
PAT14(HGD)_BH227,PAT16(EAC)_A_273
PAT14(HGD)_BH228,PAT6(HGD)_I_199
PAT14(HGD)_BH229,PAT14(NDBE)_D_133
PAT14(HGD)_BH231,PAT6(LGD)_H_224
PAT14(HGD)_BH233,PAT20(CARD)_F_115
PAT14(HGD)_BH234,PAT14(HGD)_C_264
PAT14(HGD)_BH236,PAT14(HGD)_C_301
PAT14(HGD)_BH237,PAT14(HGD)_C_311
PAT14(HGD)_BH238,PAT20(CARD)_F_24
PAT14(HGD)_BH240,PAT6(LGD)_H_379
PAT14(HGD)_BH241,PAT9(NDBE)_J_231
PAT14(HGD)_BH242,PAT14(HGD)_C_142
PAT14(HGD)_BH243,PAT16(NDBE)_B_91
PAT14(HGD)_BH244,PAT9(NDBE)_J_205
PAT14(HGD)_BH245,PAT20(CARD)_F_288
PAT14(HGD)_BH246,PAT16(EAC)_A_213
PAT14(HGD)_BH247,PAT14(HGD)_C_68
PAT14(HGD)_BH248,PAT16(NDBE)_B_70
PAT14(HGD)_BH249,PAT14(HGD)_C_269
PAT14(HGD)_BH250,PAT14(HGD)_C_139
PAT14(HGD)_BH251,PAT14(HGD)_C_238
PAT14(HGD)_BH252,PAT16(NDBE)_B_150
PAT14(HGD)_BH255,PAT16(EAC)_A_169
PAT14(HGD)_BH256,PAT19(LGD)_B_94
PAT14(HGD)_BH257,PAT20(ESO)_E_266
PAT14(HGD)_BH258,PAT14(HGD)_C_305
PAT14(HGD)_BH259,PAT6(LGD)_H_185
PAT14(HGD)_BH260,PAT20(HGD1)_D_330
PAT14(HGD)_BH261,PAT20(ESO)_E_200
PAT14(HGD)_BH262,PAT6(HGD)_I_243
PAT14(HGD)_BH263,PAT14(NDBE)_D_321
PAT14(HGD)_BH264,PAT6(LGD)_H_311
PAT14(HGD)_BH266,PAT9(NDBE)_J_10
PAT14(HGD)_BH267,PAT19(LGD)_B_232
