cell,predict_cell,step
PAT16(NDBE)_AX108,PAT20(ESO)_E_45,1
PAT16(NDBE)_AX110,PAT20(ESO)_E_320,1
PAT16(NDBE)_AX111,PAT20(ESO)_E_51,1
PAT16(NDBE)_AX112,PAT16(EAC)_A_307,1
PAT16(NDBE)_AX113,PAT6(LGD)_H_82,1
PAT16(NDBE)_AX114,PAT16(EAC)_A_231,1
PAT16(NDBE)_AX116,PAT20(CARD)_F_199,1
PAT16(NDBE)_AX117,PAT6(HGD)_I_264,1
PAT16(NDBE)_AX120,PAT6(LGD)_H_56,1
PAT16(NDBE)_AX124,PAT16(NDBE)_B_376,1
PAT16(NDBE)_AX126,PAT14(NDBE)_D_332,1
PAT16(NDBE)_AX129,PAT16(NDBE)_B_379,1
PAT16(NDBE)_AX130,PAT20(CARD)_F_375,1
PAT16(NDBE)_AX131,PAT20(CARD)_F_374,1
PAT16(NDBE)_AX132,PAT16(NDBE)_B_25,1
PAT16(NDBE)_AX133,PAT19(LGD)_B_23,1
PAT16(NDBE)_AX135,PAT20(CARD)_F_228,1
PAT16(NDBE)_AX136,PAT16(NDBE)_B_100,1
PAT16(NDBE)_AX138,PAT16(EAC)_A_3,1
PAT16(NDBE)_AX141,PAT14(HGD)_C_76,1
PAT16(NDBE)_AX143,PAT6(LGD)_H_123,1
PAT16(NDBE)_AX145,PAT20(CARD)_F_95,1
PAT16(NDBE)_AX146,PAT19(LGD)_B_128,1
PAT16(NDBE)_AX147,PAT16(EAC)_A_276,1
PAT16(NDBE)_AX149,PAT16(NDBE)_B_206,1
PAT16(NDBE)_AX151,PAT9(NDBE)_J_37,1
PAT16(NDBE)_AX152,PAT16(NDBE)_B_61,1
PAT16(NDBE)_AX161,PAT16(NDBE)_B_171,1
PAT16(NDBE)_AX162,PAT16(EAC)_A_261,1
PAT16(NDBE)_AX163,PAT20(CARD)_F_2,1
PAT16(NDBE)_AX166,PAT20(ESO)_E_185,1
PAT16(NDBE)_AX167,PAT20(CARD)_F_154,1
PAT16(NDBE)_AX168,PAT14(NDBE)_D_344,1
PAT16(NDBE)_AX169,PAT14(NDBE)_D_306,1
PAT16(NDBE)_AX170,PAT14(NDBE)_D_226,1
PAT16(NDBE)_AX172,PAT20(CARD)_F_131,1
PAT16(NDBE)_AX173,PAT20(CARD)_F_86,1
PAT16(NDBE)_AX175,PAT14(NDBE)_D_260,1
PAT16(NDBE)_AX176,PAT14(NDBE)_D_325,1
PAT16(NDBE)_AX177,PAT20(ESO)_E_15,1
PAT16(NDBE)_AX178,PAT16(NDBE)_B_123,1
PAT16(NDBE)_AX179,PAT16(EAC)_A_49,1
PAT16(NDBE)_AX180,PAT9(NDBE)_J_57,1
PAT16(NDBE)_AX181,PAT6(HGD)_I_146,1
PAT16(NDBE)_AX182,PAT9(NDBE)_J_379,1
PAT16(NDBE)_AX183,PAT20(HGD1)_D_287,1
PAT16(NDBE)_AX184,PAT20(CARD)_F_19,1
PAT16(NDBE)_AX187,PAT20(CARD)_F_11,1
PAT16(NDBE)_AX189,PAT16(EAC)_A_270,1
PAT16(NDBE)_AX190,PAT16(NDBE)_B_172,1
PAT16(NDBE)_AX191,PAT19(LGD)_B_230,1
PAT16(NDBE)_AX192,PAT6(LGD)_H_174,1
PAT16(NDBE)_AX196,PAT19(LGD)_B_362,1
PAT16(NDBE)_AX197,PAT20(ESO)_E_366,1
PAT16(NDBE)_AX198,PAT20(HGD1)_D_67,1
PAT16(NDBE)_AX199,PAT14(HGD)_C_327,1
PAT16(NDBE)_AX200,PAT16(NDBE)_B_103,1
PAT16(NDBE)_AX201,PAT16(NDBE)_B_173,1
PAT16(NDBE)_AX202,PAT20(CARD)_F_322,1
PAT16(NDBE)_AX203,PAT14(NDBE)_D_353,1
PAT16(NDBE)_AX206,PAT19(LGD)_B_253,1
PAT16(NDBE)_AX207,PAT14(NDBE)_D_285,1
PAT16(NDBE)_AX208,PAT20(CARD)_F_307,1
PAT16(NDBE)_AX209,PAT20(ESO)_E_1,1
PAT16(NDBE)_AX210,PAT9(NDBE)_J_48,1
PAT16(NDBE)_AX211,PAT19(LGD)_B_154,1
PAT16(NDBE)_AX212,PAT20(ESO)_E_71,1
PAT16(NDBE)_AX213,PAT20(ESO)_E_332,1
PAT16(NDBE)_AX217,PAT14(HGD)_C_356,1
PAT16(NDBE)_AX218,PAT16(NDBE)_B_106,1
PAT16(NDBE)_AX220,PAT16(NDBE)_B_86,1
PAT16(NDBE)_AX222,PAT20(CARD)_F_224,1
PAT16(NDBE)_AX223,PAT9(NDBE)_J_90,1
PAT16(NDBE)_AX224,PAT16(EAC)_A_192,1
PAT16(NDBE)_AX225,PAT14(HGD)_C_379,1
PAT16(NDBE)_AX226,PAT16(NDBE)_B_292,1
PAT16(NDBE)_AX227,PAT6(HGD)_I_246,1
PAT16(NDBE)_AX228,PAT6(LGD)_H_97,1
PAT16(NDBE)_AX229,PAT16(NDBE)_B_161,1
PAT16(NDBE)_AX233,PAT14(NDBE)_D_196,1
PAT16(NDBE)_AX234,PAT6(LGD)_H_281,1
PAT16(NDBE)_AX235,PAT20(ESO)_E_335,1
PAT16(NDBE)_AX236,PAT16(NDBE)_B_121,1
PAT16(NDBE)_AX237,PAT20(CARD)_F_18,1
PAT16(NDBE)_AX239,PAT16(NDBE)_B_370,1
PAT16(NDBE)_AX240,PAT14(HGD)_C_222,1
PAT16(NDBE)_AX241,PAT9(NDBE)_J_292,1
PAT16(NDBE)_AX243,PAT20(CARD)_F_33,1
PAT16(NDBE)_AX244,PAT20(CARD)_F_313,1
PAT16(NDBE)_AX245,PAT16(NDBE)_B_190,1
PAT16(NDBE)_AX246,PAT6(LGD)_H_380,1
PAT16(NDBE)_AX247,PAT19(LGD)_B_318,1
PAT16(NDBE)_AX248,PAT20(ESO)_E_368,1
PAT16(NDBE)_AX249,PAT20(ESO)_E_253,1
PAT16(NDBE)_AX250,PAT14(HGD)_C_17,1
PAT16(NDBE)_AX251,PAT19(LGD)_B_327,1
PAT16(NDBE)_AX252,PAT14(NDBE)_D_348,1
PAT16(NDBE)_AX253,PAT19(LGD)_B_354,1
PAT16(NDBE)_AX254,PAT9(NDBE)_J_105,1
PAT16(NDBE)_AX255,PAT6(LGD)_H_151,1
PAT16(NDBE)_AX256,PAT20(CARD)_F_294,1
PAT16(NDBE)_AX257,PAT14(NDBE)_D_274,1
PAT16(NDBE)_AX258,PAT20(CARD)_F_100,1
PAT16(NDBE)_AX259,PAT14(NDBE)_D_241,1
PAT16(NDBE)_AX260,PAT19(LGD)_B_19,1
PAT16(NDBE)_AX261,PAT20(ESO)_E_349,1
PAT16(NDBE)_AX262,PAT14(NDBE)_D_350,1
PAT16(NDBE)_AX265,PAT16(NDBE)_B_213,1
PAT16(NDBE)_AX269,PAT6(HGD)_I_120,1
PAT16(NDBE)_AX270,PAT9(NDBE)_J_246,1
PAT16(NDBE)_AX271,PAT14(NDBE)_D_243,1
PAT16(NDBE)_AX272,PAT20(ESO)_E_5,1
PAT16(NDBE)_AX273,PAT16(NDBE)_B_170,1
PAT16(NDBE)_AX276,PAT16(NDBE)_B_40,1
PAT16(NDBE)_AX277,PAT16(EAC)_A_293,1
PAT16(NDBE)_AX278,PAT14(NDBE)_D_10,1
PAT16(NDBE)_AX279,PAT14(HGD)_C_368,1
PAT16(NDBE)_AX281,PAT16(EAC)_A_81,1
PAT16(NDBE)_AX282,PAT6(LGD)_H_338,1
PAT16(NDBE)_AX283,PAT16(NDBE)_B_306,1
PAT16(NDBE)_AX284,PAT16(NDBE)_B_147,1
PAT16(NDBE)_AX286,PAT9(NDBE)_J_330,1
PAT16(NDBE)_AX288,PAT16(NDBE)_B_318,1
PAT16(NDBE)_AX289,PAT16(NDBE)_B_199,1
PAT16(NDBE)_AX294,PAT16(NDBE)_B_139,1
PAT16(NDBE)_AX295,PAT20(ESO)_E_192,1
PAT16(NDBE)_AX296,PAT16(EAC)_A_180,1
PAT16(NDBE)_AX297,PAT16(NDBE)_B_109,1
PAT16(NDBE)_AX299,PAT19(LGD)_B_219,1
PAT16(NDBE)_AX301,PAT16(NDBE)_B_30,1
PAT16(NDBE)_AX302,PAT20(ESO)_E_199,1
PAT16(NDBE)_AX303,PAT20(ESO)_E_115,1
PAT16(NDBE)_AX305,PAT6(LGD)_H_348,1
PAT16(NDBE)_AX307,PAT20(ESO)_E_18,1
PAT16(NDBE)_AX308,PAT20(CARD)_F_252,1
PAT16(NDBE)_AX309,PAT6(HGD)_I_311,1
PAT16(NDBE)_AX312,PAT14(NDBE)_D_214,1
PAT16(NDBE)_AX313,PAT16(NDBE)_B_104,1
PAT16(NDBE)_AX315,PAT16(EAC)_A_225,1
PAT16(NDBE)_AX316,PAT14(HGD)_C_318,1
PAT16(NDBE)_AX317,PAT20(CARD)_F_109,1
PAT16(NDBE)_AX318,PAT16(NDBE)_B_184,1
PAT16(NDBE)_AX319,PAT16(EAC)_A_257,1
PAT16(NDBE)_AX320,PAT16(EAC)_A_107,1
PAT16(NDBE)_AX321,PAT19(LGD)_B_273,1
PAT16(NDBE)_AX322,PAT14(HGD)_C_363,1
PAT16(NDBE)_AX325,PAT16(NDBE)_B_156,1
PAT16(NDBE)_AX326,PAT20(ESO)_E_378,1
PAT16(NDBE)_AX328,PAT6(LGD)_H_15,1
PAT16(NDBE)_AX330,PAT16(NDBE)_B_87,1
PAT16(NDBE)_AX333,PAT16(NDBE)_B_295,1
PAT16(NDBE)_AX334,PAT20(ESO)_E_31,1
PAT16(NDBE)_AX336,PAT16(NDBE)_B_127,1
PAT16(NDBE)_AX337,PAT16(EAC)_A_56,1
PAT16(NDBE)_AX338,PAT16(NDBE)_B_55,1
PAT16(NDBE)_AX339,PAT6(HGD)_I_338,1
PAT16(NDBE)_AX340,PAT6(LGD)_H_37,1
PAT16(NDBE)_AX341,PAT14(NDBE)_D_171,1
PAT16(NDBE)_AX343,PAT20(HGD1)_D_64,1
PAT16(NDBE)_AX344,PAT6(HGD)_I_31,1
PAT16(NDBE)_AX345,PAT19(LGD)_B_197,1
PAT16(NDBE)_AX347,PAT19(LGD)_B_112,1
PAT16(NDBE)_AX348,PAT16(NDBE)_B_160,1
PAT16(NDBE)_AX350,PAT9(NDBE)_J_209,1
PAT16(NDBE)_AX351,PAT16(NDBE)_B_132,1
PAT16(NDBE)_AX352,PAT16(NDBE)_B_154,1
PAT16(NDBE)_AX354,PAT14(NDBE)_D_292,1
PAT16(NDBE)_AX355,PAT16(NDBE)_B_179,1
PAT16(NDBE)_AX357,PAT9(NDBE)_J_380,1
PAT16(NDBE)_AX361,PAT16(NDBE)_B_75,1
PAT16(NDBE)_AX362,PAT6(LGD)_H_140,1
PAT16(NDBE)_AX364,PAT20(ESO)_E_328,1
PAT16(NDBE)_AX367,PAT20(CARD)_F_200,1
PAT16(NDBE)_AX368,PAT16(NDBE)_B_260,1
PAT16(NDBE)_AX370,PAT16(NDBE)_B_137,1
PAT16(NDBE)_AX371,PAT20(ESO)_E_60,1
PAT16(NDBE)_AX372,PAT6(LGD)_H_2,1
PAT16(NDBE)_AX373,PAT16(NDBE)_B_43,1
PAT16(NDBE)_AX374,PAT14(NDBE)_D_100,1
PAT16(NDBE)_AX375,PAT16(NDBE)_B_5,1
PAT16(NDBE)_AX377,PAT16(NDBE)_B_315,1
PAT16(NDBE)_AX378,PAT14(NDBE)_D_322,1
PAT16(NDBE)_AX382,PAT9(NDBE)_J_228,1
PAT6(LGD)_BB002,PAT6(LGD)_H_339,1
PAT6(LGD)_BB004,PAT6(LGD)_H_347,1
PAT6(LGD)_BB005,PAT20(CARD)_F_184,1
PAT6(LGD)_BB006,PAT6(LGD)_H_186,1
PAT6(LGD)_BB007,PAT6(LGD)_H_135,1
PAT6(LGD)_BB009,PAT6(LGD)_H_107,1
PAT6(LGD)_BB010,PAT6(LGD)_H_203,1
PAT6(LGD)_BB011,PAT6(LGD)_H_298,1
PAT6(LGD)_BB013,PAT6(LGD)_H_23,1
PAT6(LGD)_BB015,PAT6(LGD)_H_83,1
PAT6(LGD)_BB016,PAT6(LGD)_H_319,1
PAT6(LGD)_BB017,PAT6(LGD)_H_223,1
PAT6(LGD)_BB018,PAT6(LGD)_H_66,1
PAT6(LGD)_BB020,PAT6(LGD)_H_61,1
PAT6(LGD)_BB021,PAT6(LGD)_H_278,1
PAT6(LGD)_BB022,PAT6(LGD)_H_362,1
PAT6(LGD)_BB026,PAT6(LGD)_H_179,1
PAT6(LGD)_BB027,PAT6(LGD)_H_94,1
PAT6(LGD)_BB028,PAT19(LGD)_B_5,1
PAT6(LGD)_BB029,PAT6(LGD)_H_178,1
PAT6(LGD)_BB030,PAT6(LGD)_H_213,1
PAT6(LGD)_BB032,PAT6(LGD)_H_3,1
PAT6(LGD)_BB034,PAT14(NDBE)_D_347,1
PAT6(LGD)_BB035,PAT6(HGD)_I_288,1
PAT6(LGD)_BB036,PAT6(LGD)_H_357,1
PAT6(LGD)_BB037,PAT6(LGD)_H_383,1
PAT6(LGD)_BB038,PAT14(NDBE)_D_372,1
PAT6(LGD)_BB039,PAT6(LGD)_H_11,1
PAT6(LGD)_BB042,PAT6(LGD)_H_34,1
PAT6(LGD)_BB043,PAT6(LGD)_H_280,1
PAT6(LGD)_BB045,PAT6(LGD)_H_320,1
PAT6(LGD)_BB049,PAT6(LGD)_H_108,1
PAT6(LGD)_BB051,PAT6(LGD)_H_273,1
PAT6(LGD)_BB052,PAT6(LGD)_H_25,1
PAT6(LGD)_BB053,PAT6(LGD)_H_59,1
PAT6(LGD)_BB054,PAT6(LGD)_H_248,1
PAT6(LGD)_BB055,PAT6(LGD)_H_330,1
PAT6(LGD)_BB056,PAT20(CARD)_F_204,1
PAT6(LGD)_BB058,PAT6(LGD)_H_128,1
PAT6(LGD)_BB060,PAT6(LGD)_H_9,1
PAT6(LGD)_BB062,PAT9(NDBE)_J_197,1
PAT6(LGD)_BB063,PAT6(LGD)_H_161,1
PAT6(LGD)_BB064,PAT6(LGD)_H_190,1
PAT6(LGD)_BB065,PAT6(LGD)_H_175,1
PAT6(LGD)_BB066,PAT6(LGD)_H_67,1
PAT6(LGD)_BB068,PAT6(LGD)_H_295,1
PAT6(LGD)_BB070,PAT20(ESO)_E_284,1
PAT6(LGD)_BB071,PAT6(LGD)_H_303,1
PAT6(LGD)_BB072,PAT6(LGD)_H_234,1
PAT6(LGD)_BB074,PAT6(LGD)_H_292,1
PAT6(LGD)_BB075,PAT6(LGD)_H_373,1
PAT6(LGD)_BB076,PAT20(ESO)_E_132,1
PAT6(LGD)_BB077,PAT6(HGD)_I_170,1
PAT6(LGD)_BB078,PAT6(LGD)_H_41,1
PAT6(LGD)_BB080,PAT6(LGD)_H_46,1
PAT6(LGD)_BB081,PAT6(LGD)_H_313,1
PAT6(LGD)_BB082,PAT6(LGD)_H_335,1
PAT6(LGD)_BB083,PAT6(LGD)_H_351,1
PAT6(LGD)_BB085,PAT6(LGD)_H_114,1
PAT6(LGD)_BB087,PAT6(LGD)_H_326,1
PAT6(LGD)_BB088,PAT6(LGD)_H_92,1
PAT6(LGD)_BB089,PAT20(ESO)_E_278,1
PAT6(LGD)_BB090,PAT6(HGD)_I_181,1
PAT6(LGD)_BB091,PAT6(LGD)_H_75,1
PAT6(LGD)_BB092,PAT20(CARD)_F_308,1
PAT6(LGD)_BB093,PAT6(HGD)_I_219,1
PAT6(LGD)_BB097,PAT6(LGD)_H_208,1
PAT6(LGD)_BB098,PAT6(LGD)_H_7,1
PAT6(LGD)_BB100,PAT6(HGD)_I_342,1
PAT6(LGD)_BB105,PAT6(LGD)_H_325,1
PAT6(LGD)_BB107,PAT6(LGD)_H_315,1
PAT6(LGD)_BB108,PAT6(LGD)_H_118,1
PAT6(LGD)_BB109,PAT6(LGD)_H_6,1
PAT6(LGD)_BB111,PAT6(LGD)_H_192,1
PAT6(LGD)_BB112,PAT6(LGD)_H_356,1
PAT6(LGD)_BB113,PAT6(LGD)_H_210,1
PAT6(LGD)_BB114,PAT6(LGD)_H_104,1
PAT6(LGD)_BB115,PAT6(HGD)_I_172,1
PAT6(LGD)_BB118,PAT6(LGD)_H_113,1
PAT6(LGD)_BB119,PAT6(LGD)_H_99,1
PAT6(LGD)_BB120,PAT6(LGD)_H_272,1
PAT6(LGD)_BB121,PAT6(LGD)_H_27,1
PAT6(LGD)_BB122,PAT6(LGD)_H_14,1
PAT6(LGD)_BB124,PAT6(LGD)_H_205,1
PAT6(LGD)_BB125,PAT6(LGD)_H_134,1
PAT6(LGD)_BB126,PAT9(NDBE)_J_29,1
PAT6(LGD)_BB127,PAT6(HGD)_I_207,1
PAT6(LGD)_BB128,PAT6(LGD)_H_158,1
PAT6(LGD)_BB129,PAT6(LGD)_H_301,1
PAT6(LGD)_BB130,PAT6(LGD)_H_286,1
PAT6(LGD)_BB131,PAT6(LGD)_H_289,1
PAT6(LGD)_BB133,PAT6(HGD)_I_115,1
PAT6(LGD)_BB134,PAT6(LGD)_H_22,1
PAT6(LGD)_BB135,PAT6(LGD)_H_232,1
PAT6(LGD)_BB137,PAT6(LGD)_H_8,1
PAT6(LGD)_BB140,PAT6(LGD)_H_227,1
PAT6(LGD)_BB141,PAT6(LGD)_H_170,1
PAT6(LGD)_BB143,PAT6(LGD)_H_352,1
PAT6(LGD)_BB144,PAT9(NDBE)_J_241,1
PAT6(LGD)_BB145,PAT6(LGD)_H_251,1
PAT6(LGD)_BB146,PAT6(LGD)_H_279,1
PAT6(LGD)_BB147,PAT6(LGD)_H_142,1
PAT6(LGD)_BB149,PAT6(LGD)_H_69,1
PAT6(LGD)_BB153,PAT6(LGD)_H_70,1
PAT6(LGD)_BB154,PAT6(HGD)_I_286,1
PAT6(LGD)_BB155,PAT20(CARD)_F_334,1
PAT6(LGD)_BB157,PAT6(LGD)_H_74,1
PAT6(LGD)_BB158,PAT6(LGD)_H_369,1
PAT6(LGD)_BB159,PAT6(LGD)_H_55,1
PAT6(LGD)_BB160,PAT6(LGD)_H_290,1
PAT6(LGD)_BB162,PAT19(LGD)_B_113,1
PAT6(LGD)_BB163,PAT16(EAC)_A_313,1
PAT6(LGD)_BB164,PAT6(HGD)_I_40,1
PAT6(LGD)_BB165,PAT6(LGD)_H_344,1
PAT6(LGD)_BB166,PAT6(LGD)_H_30,1
PAT6(LGD)_BB167,PAT6(LGD)_H_225,1
PAT6(LGD)_BB171,PAT6(LGD)_H_35,1
PAT6(LGD)_BB174,PAT6(LGD)_H_157,1
PAT6(LGD)_BB175,PAT6(LGD)_H_329,1
PAT6(LGD)_BB177,PAT6(HGD)_I_218,1
PAT6(LGD)_BB178,PAT6(LGD)_H_246,1
PAT6(LGD)_BB181,PAT6(LGD)_H_76,1
PAT6(LGD)_BB183,PAT6(LGD)_H_166,1
PAT6(LGD)_BB184,PAT6(LGD)_H_87,1
PAT6(LGD)_BB185,PAT6(LGD)_H_323,1
PAT6(LGD)_BB186,PAT6(LGD)_H_125,1
PAT6(LGD)_BB187,PAT6(LGD)_H_145,1
PAT6(LGD)_BB188,PAT6(HGD)_I_7,1
PAT6(LGD)_BB189,PAT6(LGD)_H_247,1
PAT6(LGD)_BB191,PAT6(LGD)_H_299,1
PAT6(LGD)_BB192,PAT6(LGD)_H_78,1
PAT6(LGD)_BB193,PAT6(LGD)_H_189,1
PAT6(LGD)_BB194,PAT6(LGD)_H_308,1
PAT6(LGD)_BB195,PAT6(LGD)_H_257,1
PAT6(LGD)_BB196,PAT20(ESO)_E_176,1
PAT6(LGD)_BB197,PAT6(LGD)_H_200,1
PAT6(LGD)_BB198,PAT6(LGD)_H_80,1
PAT6(LGD)_BB199,PAT6(LGD)_H_195,1
PAT6(LGD)_BB202,PAT6(LGD)_H_182,1
PAT6(LGD)_BB205,PAT6(LGD)_H_222,1
PAT6(LGD)_BB206,PAT6(LGD)_H_374,1
PAT6(LGD)_BB207,PAT6(LGD)_H_116,1
PAT6(LGD)_BB208,PAT6(LGD)_H_171,1
PAT6(LGD)_BB209,PAT6(LGD)_H_112,1
PAT6(LGD)_BB210,PAT6(LGD)_H_193,1
PAT6(LGD)_BB212,PAT6(HGD)_I_197,1
PAT6(LGD)_BB214,PAT20(CARD)_F_148,1
PAT6(LGD)_BB215,PAT6(LGD)_H_117,1
PAT6(LGD)_BB216,PAT6(LGD)_H_302,1
PAT6(LGD)_BB217,PAT6(HGD)_I_292,1
PAT6(LGD)_BB218,PAT6(LGD)_H_73,1
PAT6(LGD)_BB219,PAT6(LGD)_H_120,1
PAT6(LGD)_BB221,PAT6(LGD)_H_165,1
PAT6(LGD)_BB222,PAT6(LGD)_H_43,1
PAT6(LGD)_BB224,PAT6(HGD)_I_152,1
PAT6(LGD)_BB226,PAT14(NDBE)_D_313,1
PAT6(LGD)_BB228,PAT6(HGD)_I_19,1
PAT6(LGD)_BB229,PAT14(NDBE)_D_284,1
PAT6(LGD)_BB231,PAT6(LGD)_H_181,1
PAT6(LGD)_BB234,PAT6(HGD)_I_24,1
PAT6(LGD)_BB235,PAT6(LGD)_H_353,1
PAT6(LGD)_BB236,PAT6(LGD)_H_219,1
PAT6(LGD)_BB237,PAT6(LGD)_H_271,1
PAT6(LGD)_BB239,PAT16(NDBE)_B_198,1
PAT6(LGD)_BB240,PAT6(LGD)_H_139,1
PAT6(LGD)_BB242,PAT6(LGD)_H_372,1
PAT6(LGD)_BB243,PAT6(LGD)_H_277,1
PAT6(LGD)_BB248,PAT6(HGD)_I_326,1
PAT6(LGD)_BB250,PAT6(LGD)_H_270,1
PAT6(LGD)_BB251,PAT6(LGD)_H_10,1
PAT6(LGD)_BB256,PAT6(LGD)_H_288,1
PAT6(LGD)_BB258,PAT6(LGD)_H_124,1
PAT6(LGD)_BB260,PAT6(HGD)_I_110,1
PAT6(LGD)_BB261,PAT14(NDBE)_D_294,1
PAT6(LGD)_BB263,PAT6(LGD)_H_106,1
PAT6(LGD)_BB266,PAT6(LGD)_H_228,1
PAT6(LGD)_BB267,PAT6(LGD)_H_199,1
PAT6(LGD)_BB268,PAT6(LGD)_H_156,1
PAT6(LGD)_BB271,PAT6(LGD)_H_274,1
PAT6(LGD)_BB274,PAT6(LGD)_H_230,1
PAT6(LGD)_BB275,PAT6(LGD)_H_132,1
PAT6(LGD)_BB280,PAT6(LGD)_H_314,1
PAT6(LGD)_BB281,PAT6(LGD)_H_215,1
PAT6(LGD)_BB285,PAT6(LGD)_H_252,1
PAT6(LGD)_BB287,PAT6(LGD)_H_207,1
PAT6(LGD)_BB288,PAT6(LGD)_H_188,1
PAT6(LGD)_BB290,PAT6(HGD)_I_276,1
PAT6(LGD)_BB291,PAT6(LGD)_H_243,1
PAT6(LGD)_BB292,PAT6(LGD)_H_250,1
PAT6(LGD)_BB295,PAT6(HGD)_I_166,1
PAT6(LGD)_BB298,PAT6(LGD)_H_202,1
PAT6(LGD)_BB299,PAT6(LGD)_H_100,1
PAT6(LGD)_BB312,PAT6(LGD)_H_57,1
PAT6(LGD)_BB316,PAT9(NDBE)_J_224,1
PAT6(LGD)_BB317,PAT6(LGD)_H_343,1
PAT6(LGD)_BB320,PAT6(LGD)_H_331,1
PAT6(LGD)_BB321,PAT6(HGD)_I_332,1
PAT6(LGD)_BB326,PAT6(LGD)_H_216,1
PAT6(LGD)_BB328,PAT6(LGD)_H_187,1
PAT6(LGD)_BB335,PAT6(LGD)_H_81,1
PAT6(LGD)_BB337,PAT19(LGD)_B_52,1
PAT6(LGD)_BB340,PAT6(LGD)_H_184,1
PAT6(LGD)_BB341,PAT6(HGD)_I_141,1
PAT6(LGD)_BB342,PAT6(LGD)_H_307,1
PAT6(LGD)_BB343,PAT6(LGD)_H_283,1
PAT6(LGD)_BB344,PAT6(HGD)_I_4,1
PAT6(LGD)_BB346,PAT6(LGD)_H_337,1
PAT6(LGD)_BB347,PAT6(LGD)_H_204,1
PAT6(LGD)_BB354,PAT6(LGD)_H_88,1
PAT6(LGD)_BB356,PAT6(LGD)_H_336,1
PAT6(LGD)_BB357,PAT6(LGD)_H_146,1
PAT6(LGD)_BB358,PAT6(LGD)_H_96,1
PAT6(LGD)_BB369,PAT6(LGD)_H_38,1
PAT6(LGD)_BB370,PAT6(HGD)_I_158,1
PAT6(LGD)_BB372,PAT6(LGD)_H_293,1
PAT6(LGD)_BB375,PAT6(LGD)_H_276,1
PAT6(LGD)_BB376,PAT20(ESO)_E_118,1
PAT6(LGD)_BB379,PAT6(LGD)_H_359,1
PAT6(LGD)_BB381,PAT6(LGD)_H_137,1
PAT6(LGD)_BB382,PAT6(LGD)_H_214,1
PAT6(LGD)_BB384,PAT9(NDBE)_J_319,1
PAT19(LGD)_BD001,PAT20(CARD)_F_332,1
PAT19(LGD)_BD002,PAT9(NDBE)_J_63,1
PAT19(LGD)_BD003,PAT6(LGD)_H_103,1
PAT19(LGD)_BD004,PAT20(ESO)_E_240,1
PAT19(LGD)_BD005,PAT19(LGD)_B_86,1
PAT19(LGD)_BD006,PAT20(HGD1)_D_37,1
PAT19(LGD)_BD007,PAT14(NDBE)_D_202,1
PAT19(LGD)_BD008,PAT20(ESO)_E_225,1
PAT19(LGD)_BD009,PAT16(NDBE)_B_304,1
PAT19(LGD)_BD010,PAT14(HGD)_C_341,1
PAT19(LGD)_BD011,PAT19(LGD)_B_351,1
PAT19(LGD)_BD013,PAT16(EAC)_A_44,1
PAT19(LGD)_BD014,PAT14(NDBE)_D_121,1
PAT19(LGD)_BD015,PAT20(CARD)_F_47,1
PAT19(LGD)_BD017,PAT6(HGD)_I_39,1
PAT19(LGD)_BD018,PAT14(NDBE)_D_304,1
PAT19(LGD)_BD019,PAT6(HGD)_I_154,1
PAT19(LGD)_BD020,PAT6(LGD)_H_21,1
PAT19(LGD)_BD021,PAT20(CARD)_F_127,1
PAT19(LGD)_BD022,PAT6(LGD)_H_86,1
PAT19(LGD)_BD023,PAT16(EAC)_A_48,1
PAT19(LGD)_BD024,PAT16(EAC)_A_88,1
PAT19(LGD)_BD026,PAT9(NDBE)_J_369,1
PAT19(LGD)_BD027,PAT19(LGD)_B_81,1
PAT19(LGD)_BD028,PAT16(NDBE)_B_297,1
PAT19(LGD)_BD029,PAT6(LGD)_H_172,1
PAT19(LGD)_BD030,PAT9(NDBE)_J_373,1
PAT19(LGD)_BD031,PAT20(CARD)_F_368,1
PAT19(LGD)_BD032,PAT20(CARD)_F_232,1
PAT19(LGD)_BD033,PAT19(LGD)_B_348,1
PAT19(LGD)_BD034,PAT14(NDBE)_D_365,1
PAT19(LGD)_BD035,PAT20(CARD)_F_80,1
PAT19(LGD)_BD036,PAT19(LGD)_B_107,1
PAT19(LGD)_BD037,PAT20(HGD1)_D_41,1
PAT19(LGD)_BD038,PAT9(NDBE)_J_291,1
PAT19(LGD)_BD039,PAT20(CARD)_F_74,1
PAT19(LGD)_BD040,PAT14(NDBE)_D_369,1
PAT19(LGD)_BD041,PAT19(LGD)_B_378,1
PAT19(LGD)_BD042,PAT19(LGD)_B_344,1
PAT19(LGD)_BD043,PAT14(HGD)_C_240,1
PAT19(LGD)_BD044,PAT14(NDBE)_D_267,1
PAT19(LGD)_BD045,PAT20(CARD)_F_165,1
PAT19(LGD)_BD046,PAT20(CARD)_F_302,1
PAT19(LGD)_BD047,PAT20(ESO)_E_235,1
PAT19(LGD)_BD048,PAT19(LGD)_B_212,1
PAT19(LGD)_BD049,PAT20(CARD)_F_207,1
PAT19(LGD)_BD050,PAT19(LGD)_B_231,1
PAT19(LGD)_BD051,PAT9(NDBE)_J_341,1
PAT19(LGD)_BD052,PAT6(HGD)_I_183,1
PAT19(LGD)_BD055,PAT14(HGD)_C_282,1
PAT19(LGD)_BD056,PAT6(HGD)_I_77,1
PAT19(LGD)_BD058,PAT16(EAC)_A_290,1
