,clone0,clone1,clone2,clone3
ENSG00000068438,1.0,1.0,1.0,1.0
ENSG00000103260,1.3333333333333333,1.0,1.0,1.0
ENSG00000213585,2.0,2.0,2.0,2.0
ENSG00000059145,1.3333333333333333,1.0,1.0,1.0
ENSG00000102984,2.0,2.011904761904762,2.0588235294117645,2.0
ENSG00000079435,1.3333333333333333,1.0,1.0,1.0
ENSG00000135956,2.0,2.011904761904762,2.0,2.0
ENSG00000066697,2.611111111111111,3.0,3.0,3.0
ENSG00000107796,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000177272,1.9444444444444444,1.8214285714285714,1.0,1.75
ENSG00000117118,1.3333333333333333,1.0357142857142858,1.0,1.0
ENSG00000006432,2.0,2.0,2.0,2.0
ENSG00000168522,1.5555555555555556,1.2976190476190477,1.0588235294117647,1.5
ENSG00000186395,2.0555555555555554,29.607142857142858,29.470588235294116,49.25
ENSG00000145391,1.3333333333333333,1.0119047619047619,1.0,1.0
ENSG00000267080,2.0,2.0,2.0,2.0
ENSG00000100519,2.0,2.0,2.0,2.0
ENSG00000095906,1.3333333333333333,1.0,1.0,1.0
ENSG00000116670,1.3333333333333333,1.0238095238095237,1.0,1.0
ENSG00000101473,2.0555555555555554,2.011904761904762,2.0,2.0
ENSG00000189144,1.3333333333333333,1.0,1.0,1.0
ENSG00000197747,2.0555555555555554,1.9880952380952381,2.176470588235294,2.25
ENSG00000134897,2.0,1.9761904761904763,1.8823529411764706,2.0
ENSG00000213079,2.0,1.9880952380952381,1.9411764705882353,2.25
ENSG00000009830,2.0,2.0,2.0,2.0
ENSG00000221829,3.3333333333333335,3.9404761904761907,4.647058823529412,3.0
ENSG00000099260,1.9444444444444444,1.9761904761904763,1.0588235294117647,1.75
ENSG00000167645,1.3333333333333333,1.0,1.0,1.0
ENSG00000175164,2.7222222222222223,2.988095238095238,2.9411764705882355,3.0
ENSG00000137261,2.0,1.9880952380952381,2.0,2.25
ENSG00000100591,2.0,2.0,2.0,2.0
ENSG00000278023,2.0555555555555554,2.011904761904762,2.0,2.0
ENSG00000113719,2.0,1.9880952380952381,2.0,2.0
ENSG00000161610,2.0,2.0,2.0,2.0
ENSG00000100271,2.611111111111111,2.988095238095238,2.0,3.0
ENSG00000168090,2.0,2.119047619047619,2.1176470588235294,2.0
ENSG00000165621,2.0,1.9880952380952381,1.9411764705882353,2.0
ENSG00000139644,1.8888888888888888,1.8928571428571428,1.0,2.0
ENSG00000204370,2.0,1.9761904761904763,2.0,1.75
ENSG00000164972,3.3333333333333335,3.9404761904761907,4.647058823529412,4.0
ENSG00000168903,2.0,1.9880952380952381,2.0,2.0
ENSG00000213722,2.0,1.9880952380952381,2.0588235294117645,2.25
ENSG00000111669,1.8888888888888888,2.0,1.4705882352941178,2.0
ENSG00000127152,2.0,1.9880952380952381,2.0,2.0
ENSG00000284922,2.0,1.9761904761904763,2.0,1.75
ENSG00000110583,2.0,1.9761904761904763,2.0,1.75
ENSG00000124588,2.0,2.0,2.0,2.25
ENSG00000144115,2.0,2.011904761904762,2.0,2.0
ENSG00000236830,2.0,2.0238095238095237,2.0,2.0
ENSG00000143870,2.0,2.0,2.0,2.0
ENSG00000141505,1.3333333333333333,1.0,1.1764705882352942,1.0
ENSG00000169682,2.6666666666666665,2.9642857142857144,3.0,3.0
ENSG00000132677,2.2222222222222223,1.9880952380952381,2.588235294117647,2.25
ENSG00000130177,2.0,2.0,1.9411764705882353,2.0
ENSG00000100473,2.0,2.0,2.0,2.0
ENSG00000138107,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000173992,2.0,1.9761904761904763,2.0,1.75
ENSG00000182968,2.0,1.9761904761904763,1.9411764705882353,2.0
ENSG00000167363,2.2777777777777777,2.9642857142857144,3.0,2.5
ENSG00000247271,2.0,1.9880952380952381,1.8823529411764706,1.75
ENSG00000109736,1.4444444444444444,1.0119047619047619,1.8235294117647058,1.0
ENSG00000125652,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000186352,1.3333333333333333,1.0119047619047619,1.0,1.0
ENSG00000058600,1.3333333333333333,1.0,1.0,1.0
ENSG00000063978,1.4444444444444444,1.0119047619047619,1.8235294117647058,1.0
ENSG00000111696,1.8888888888888888,1.880952380952381,1.1764705882352942,2.0
ENSG00000186994,1.9444444444444444,1.9761904761904763,2.0588235294117645,2.0
ENSG00000105063,1.3333333333333333,1.0,1.0,1.0
ENSG00000182308,1.4444444444444444,1.0238095238095237,1.8235294117647058,1.0
ENSG00000189223,2.0,2.011904761904762,2.0,2.0
ENSG00000240038,1.9444444444444444,1.9880952380952381,1.0,1.75
ENSG00000174365,2.0555555555555554,2.011904761904762,2.0,2.0
ENSG00000131149,2.5555555555555554,2.9285714285714284,2.0588235294117645,3.0
ENSG00000258839,2.5555555555555554,2.9285714285714284,2.0588235294117645,3.0
ENSG00000116990,3.2777777777777777,2.7738095238095237,4.0,2.5
ENSG00000122122,1.0,1.0,1.0,1.0
ENSG00000203985,2.0,2.0595238095238093,2.0,2.25
ENSG00000140403,2.0,2.011904761904762,1.9411764705882353,2.0
ENSG00000142676,1.3333333333333333,1.0238095238095237,1.0,1.0
ENSG00000169857,2.0,2.011904761904762,2.0,2.0
ENSG00000175445,1.3333333333333333,1.0119047619047619,1.0588235294117647,1.0
ENSG00000169413,2.0,2.0,2.0,2.0
ENSG00000131652,1.3333333333333333,1.0,1.0,1.0
ENSG00000158941,1.3333333333333333,1.0119047619047619,1.0588235294117647,1.0
ENSG00000113790,1.9444444444444444,1.9880952380952381,1.1764705882352942,1.75
ENSG00000066322,3.388888888888889,3.511904761904762,3.411764705882353,3.25
ENSG00000115318,2.0,2.0,2.0,2.0
ENSG00000158710,2.2222222222222223,1.9761904761904763,2.588235294117647,2.25
ENSG00000185361,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000135341,2.0,1.9880952380952381,1.9411764705882353,2.25
ENSG00000146054,2.0,1.9880952380952381,2.0,2.0
ENSG00000129932,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000116525,2.7777777777777777,2.5714285714285716,2.823529411764706,2.25
ENSG00000134575,2.0,1.9880952380952381,1.9411764705882353,1.75
ENSG00000260097,2.0,2.119047619047619,2.1176470588235294,2.0
ENSG00000153832,2.0,2.0,2.0588235294117645,2.0
ENSG00000204673,1.3333333333333333,1.0,1.0,1.0
ENSG00000261652,2.0,2.0238095238095237,2.0,2.0
ENSG00000267534,2.0,1.9880952380952381,2.0588235294117645,2.0
ENSG00000275302,2.0555555555555554,2.011904761904762,2.0,2.0
ENSG00000147677,3.388888888888889,4.214285714285714,3.8823529411764706,4.0
ENSG00000178904,1.3333333333333333,1.0119047619047619,1.0,1.0
ENSG00000116906,1.4444444444444444,1.0238095238095237,1.4705882352941178,1.0
ENSG00000135424,1.8888888888888888,1.8928571428571428,1.0,2.0
ENSG00000075702,1.3333333333333333,1.0,1.0,1.0
ENSG00000186532,1.3333333333333333,1.0,1.1764705882352942,1.0
ENSG00000126562,2.0,2.0,2.0,2.0
ENSG00000079974,2.611111111111111,2.9404761904761907,2.0,3.0
ENSG00000153721,2.0,1.9880952380952381,2.0,2.25
ENSG00000100376,2.611111111111111,2.988095238095238,2.0,3.0
ENSG00000080824,2.0,2.0,2.0,2.0
ENSG00000170464,2.0,2.0,2.0,2.0
ENSG00000117362,2.0555555555555554,1.9761904761904763,2.1176470588235294,2.25
ENSG00000155876,3.2777777777777777,3.8333333333333335,3.764705882352941,4.0
ENSG00000131844,2.0,2.0,2.0,2.0
ENSG00000172046,1.3333333333333333,1.0,1.0,1.0
ENSG00000099821,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000185262,2.2777777777777777,2.9642857142857144,3.0,2.5
ENSG00000131470,2.0,2.0,2.0,2.0
ENSG00000158457,2.0555555555555554,2.1785714285714284,2.1176470588235294,2.0
ENSG00000049883,2.0,2.0,2.0,2.0
ENSG00000102287,1.0,1.0119047619047619,1.0,1.0
ENSG00000131467,2.0,2.0,2.0,2.0
ENSG00000228315,2.5555555555555554,3.0,2.0,3.0
ENSG00000097033,1.8888888888888888,2.0,1.0,2.25
ENSG00000157106,1.3333333333333333,1.0,1.0,1.0
ENSG00000153187,2.111111111111111,2.0476190476190474,2.4705882352941178,2.0
ENSG00000163412,1.3333333333333333,0.9880952380952381,1.0,1.0
ENSG00000165828,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000123384,1.8888888888888888,1.880952380952381,1.0,2.0
ENSG00000100714,2.0,2.0,2.0,2.0
ENSG00000120696,2.888888888888889,3.0,4.0,3.0
ENSG00000167635,1.3333333333333333,1.0,1.0,1.0
ENSG00000006757,1.0,1.0,1.0,1.0
ENSG00000110195,2.0,1.9761904761904763,2.0,1.75
ENSG00000160233,2.0555555555555554,2.0,2.0,2.0
ENSG00000205744,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000140481,2.0,2.011904761904762,2.0,2.0
ENSG00000180182,1.0,1.0119047619047619,1.0,1.0
ENSG00000241370,2.0,1.9880952380952381,2.0588235294117645,2.25
ENSG00000074319,2.0555555555555554,1.9880952380952381,1.8823529411764706,1.75
ENSG00000135596,2.0555555555555554,2.0,1.9411764705882353,2.25
ENSG00000179091,3.3333333333333335,4.2023809523809526,3.9411764705882355,4.0
ENSG00000149480,2.0,1.9761904761904763,2.0,1.75
ENSG00000163209,2.1666666666666665,1.9880952380952381,2.588235294117647,2.25
ENSG00000173660,2.888888888888889,3.2738095238095237,3.235294117647059,3.0
ENSG00000196371,2.0,1.9761904761904763,2.0,1.75
ENSG00000169715,2.0,2.0,2.1176470588235294,2.0
ENSG00000105197,1.3333333333333333,1.0,1.0,1.0
ENSG00000112658,2.0,1.9880952380952381,2.0,2.25
ENSG00000101247,2.0555555555555554,2.0,1.9411764705882353,2.0
ENSG00000163132,1.4444444444444444,1.0119047619047619,1.8235294117647058,1.0
ENSG00000087470,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000146007,2.0,2.0,2.0,2.0
ENSG00000137501,2.0,1.9761904761904763,2.0,1.75
ENSG00000155313,2.0555555555555554,2.011904761904762,2.0,2.0
ENSG00000156574,2.0555555555555554,1.9880952380952381,2.0588235294117645,2.0
ENSG00000145014,2.611111111111111,2.988095238095238,2.235294117647059,2.75
ENSG00000163807,1.3333333333333333,0.9880952380952381,1.0,1.0
ENSG00000113739,2.0,1.9880952380952381,2.0,2.0
ENSG00000130812,2.0,1.9880952380952381,2.0588235294117645,2.0
ENSG00000142910,1.5,1.0119047619047619,1.0,1.0
ENSG00000166169,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000165355,2.0,2.011904761904762,2.0,2.0
ENSG00000266094,2.888888888888889,3.119047619047619,3.176470588235294,2.5
ENSG00000104472,3.3333333333333335,4.2023809523809526,3.9411764705882355,4.0
ENSG00000159069,2.6666666666666665,2.9761904761904763,2.9411764705882355,3.0
ENSG00000085563,2.0,2.119047619047619,2.176470588235294,2.0
ENSG00000114999,2.0,2.011904761904762,2.0,2.0
ENSG00000162775,1.9444444444444444,1.8214285714285714,1.0,1.75
ENSG00000120686,2.6666666666666665,2.9523809523809526,3.9411764705882355,3.0
ENSG00000108592,2.0,2.0,2.0,2.0
ENSG00000112031,2.0,1.9880952380952381,2.0,2.25
ENSG00000153246,2.0555555555555554,2.0357142857142856,2.0,2.0
ENSG00000145425,1.3333333333333333,1.0238095238095237,1.0,1.0
ENSG00000154874,2.0555555555555554,2.5833333333333335,2.5294117647058822,2.25
ENSG00000172349,2.0,2.011904761904762,1.9411764705882353,2.0
ENSG00000130234,1.0,1.0,1.0,1.0
ENSG00000106144,2.111111111111111,2.1785714285714284,2.1176470588235294,2.0
ENSG00000143549,2.1666666666666665,1.9880952380952381,2.5294117647058822,2.25
ENSG00000122367,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000164124,1.3333333333333333,1.0119047619047619,1.0,1.0
ENSG00000125944,1.3333333333333333,1.0238095238095237,1.0,1.0
ENSG00000144550,1.3333333333333333,1.0,1.0,1.0
ENSG00000140988,1.3333333333333333,1.0,1.0,1.0
ENSG00000169129,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000253710,2.8333333333333335,3.011904761904762,4.0,3.0
ENSG00000126062,1.3333333333333333,1.0,1.0,1.0
ENSG00000273841,2.0,2.0,2.0,2.0
ENSG00000142186,2.0,1.9761904761904763,2.0,1.75
ENSG00000090554,1.3333333333333333,1.0,1.0,1.0
ENSG00000139629,1.8888888888888888,1.9166666666666667,1.0,2.0
ENSG00000135763,1.4444444444444444,1.0238095238095237,1.4705882352941178,1.0
ENSG00000185338,1.3333333333333333,1.0,1.0,1.0
ENSG00000196428,1.8888888888888888,1.9880952380952381,1.1176470588235294,2.0
ENSG00000118557,2.0,2.011904761904762,2.0588235294117645,2.0
ENSG00000077713,1.0,1.0119047619047619,1.0,1.0
ENSG00000223865,2.0,1.9880952380952381,2.0,2.25
ENSG00000002016,1.8888888888888888,2.011904761904762,1.4705882352941178,2.0
ENSG00000100596,2.0,2.0,2.0,2.0
ENSG00000113916,1.8888888888888888,2.0,1.1764705882352942,1.75
ENSG00000176340,2.0,1.9761904761904763,2.0,1.75
ENSG00000008405,1.8888888888888888,1.880952380952381,1.9411764705882353,2.0
ENSG00000170631,3.3333333333333335,4.2023809523809526,3.9411764705882355,4.0
ENSG00000227855,2.6666666666666665,3.107142857142857,2.9411764705882355,3.25
ENSG00000224973,2.5555555555555554,3.0,2.0,3.0
ENSG00000117697,1.4444444444444444,1.0119047619047619,1.4705882352941178,1.0
ENSG00000171223,2.0,1.9880952380952381,2.0588235294117645,2.0
ENSG00000132561,3.388888888888889,4.238095238095238,4.0588235294117645,4.0
ENSG00000101276,2.0555555555555554,2.0,1.9411764705882353,2.0
ENSG00000166140,2.0,2.0238095238095237,2.0,2.0
ENSG00000010327,1.3333333333333333,1.0,1.0,1.0
ENSG00000137959,1.8888888888888888,1.9880952380952381,1.0,2.25
ENSG00000184634,1.0,1.0119047619047619,1.0,1.0
ENSG00000114904,1.3333333333333333,1.0,1.0,1.0
ENSG00000137656,1.3333333333333333,1.0,1.0,1.0
ENSG00000072571,2.0,1.9880952380952381,2.0,2.0
ENSG00000147050,1.0,1.0,1.0,1.0
ENSG00000143753,1.4444444444444444,1.0238095238095237,1.4705882352941178,1.0
ENSG00000113558,2.0,2.0,2.0,2.0
ENSG00000182054,2.0,2.011904761904762,1.9411764705882353,2.0
ENSG00000188227,1.3333333333333333,1.0,1.0,1.0
ENSG00000155660,2.0555555555555554,2.1785714285714284,2.1176470588235294,2.0
ENSG00000226031,1.0,1.0119047619047619,1.0,1.0
ENSG00000277161,2.0555555555555554,2.011904761904762,2.0,2.0
ENSG00000080802,2.0,2.1785714285714284,2.1176470588235294,2.0
ENSG00000146147,2.0,2.0238095238095237,2.1176470588235294,2.25
ENSG00000026297,2.0,1.9880952380952381,1.9411764705882353,2.25
ENSG00000166340,2.0,1.9880952380952381,1.8823529411764706,1.75
ENSG00000173145,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000157426,2.0,2.011904761904762,2.0,2.25
ENSG00000163931,1.3333333333333333,0.9880952380952381,1.0,1.0
ENSG00000171453,2.0,1.9880952380952381,2.0,2.25
ENSG00000005007,2.0,1.9880952380952381,2.0588235294117645,2.0
ENSG00000154856,1.9444444444444444,2.011904761904762,2.0,2.0
ENSG00000127184,2.0,2.0,2.0588235294117645,2.0
ENSG00000142751,1.3333333333333333,1.0119047619047619,1.0,1.0
ENSG00000107021,2.6666666666666665,3.011904761904762,2.9411764705882355,3.0
ENSG00000111605,1.8888888888888888,1.880952380952381,1.0,2.0
ENSG00000152620,2.0,2.011904761904762,1.9411764705882353,2.25
ENSG00000125447,2.2777777777777777,2.9642857142857144,3.0,2.5
ENSG00000168710,1.9444444444444444,1.8095238095238095,1.0,1.75
ENSG00000136270,2.0,2.130952380952381,2.0,2.0
ENSG00000288649,2.0555555555555554,2.0238095238095237,2.0,2.0
ENSG00000015475,2.611111111111111,2.988095238095238,2.0,3.0
ENSG00000076248,1.9444444444444444,1.880952380952381,1.9411764705882353,2.0
ENSG00000141965,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000196859,2.0555555555555554,29.607142857142858,29.470588235294116,49.25
ENSG00000141570,2.2777777777777777,2.9642857142857144,3.0,2.5
ENSG00000062524,2.0,2.0238095238095237,1.9411764705882353,2.0
ENSG00000121769,1.3333333333333333,1.0119047619047619,1.0,1.0
ENSG00000240280,2.0,2.0,2.0,2.0
ENSG00000090971,1.3333333333333333,1.0,1.0,1.0
ENSG00000177830,2.0,1.9880952380952381,1.8823529411764706,1.75
ENSG00000189091,2.0,2.011904761904762,2.0588235294117645,2.0
ENSG00000198911,2.611111111111111,3.0,2.0,3.0
ENSG00000187187,1.3333333333333333,1.0,1.0,1.0
ENSG00000173621,2.0,1.9761904761904763,2.0,1.75
ENSG00000138660,1.3333333333333333,1.0119047619047619,1.0,1.0
ENSG00000125657,2.0,1.9761904761904763,2.0588235294117645,2.0
ENSG00000100603,2.0,2.0,2.0,2.0
ENSG00000164733,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000172336,2.0,2.119047619047619,2.1176470588235294,2.0
ENSG00000164713,2.0,2.119047619047619,2.1176470588235294,2.0
ENSG00000106305,2.0,2.0,2.0,2.0
ENSG00000100281,2.5555555555555554,3.0,2.0,3.0
ENSG00000115641,2.0,2.011904761904762,2.0,2.0
ENSG00000151790,1.3333333333333333,1.0238095238095237,1.0,1.0
ENSG00000170608,1.3333333333333333,1.0,1.0,1.0
ENSG00000170899,2.0,2.011904761904762,2.0588235294117645,2.25
ENSG00000115211,2.0,2.0,2.0,2.0
ENSG00000118412,2.0,1.9880952380952381,1.9411764705882353,2.25
ENSG00000204463,2.0,1.9880952380952381,2.0588235294117645,2.25
ENSG00000258708,2.0,2.011904761904762,2.0,2.0
ENSG00000106723,1.9444444444444444,2.0238095238095237,1.9411764705882353,2.0
ENSG00000155008,1.0,1.0119047619047619,1.0,1.0
ENSG00000229404,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000076928,1.3333333333333333,1.0,1.0,1.0
ENSG00000174010,1.0,1.0,1.0,1.0
ENSG00000079387,1.8888888888888888,1.8928571428571428,1.0,2.0
ENSG00000066855,1.8888888888888888,1.9761904761904763,1.0588235294117647,2.0
ENSG00000104980,1.9444444444444444,1.9761904761904763,2.0588235294117645,2.0
ENSG00000156983,1.3333333333333333,1.0,1.0,1.0
ENSG00000173786,2.0,2.0,2.0,2.0
ENSG00000083093,1.3333333333333333,1.0,1.0,1.0
ENSG00000073350,2.2777777777777777,2.9642857142857144,3.0,2.5
ENSG00000167280,2.2777777777777777,2.9642857142857144,3.0,2.5
ENSG00000157578,2.0555555555555554,2.0238095238095237,2.0,2.0
ENSG00000164615,2.0,2.0,2.0,2.0
ENSG00000101181,2.0,2.011904761904762,2.0,2.0
ENSG00000126822,2.0,2.0,2.0,2.0
ENSG00000166949,2.0,2.011904761904762,2.0,2.0
ENSG00000207067,3.388888888888889,4.238095238095238,4.0588235294117645,4.0
ENSG00000258947,2.5555555555555554,2.9285714285714284,2.0588235294117645,3.0
ENSG00000160471,1.3333333333333333,1.0,1.0,1.0
ENSG00000273749,2.0555555555555554,1.9880952380952381,2.0,2.0
ENSG00000183134,2.0,1.9761904761904763,2.0,1.75
ENSG00000139921,2.0,2.0,2.0,2.0
ENSG00000072958,2.0,1.9880952380952381,2.0588235294117645,2.0
ENSG00000119508,2.5555555555555554,3.0,3.0,3.0
ENSG00000109255,2.0,2.011904761904762,2.0,2.25
ENSG00000178026,2.5555555555555554,3.0,2.0,3.0
ENSG00000138772,1.3333333333333333,1.0,1.0,1.0
ENSG00000185730,3.3333333333333335,4.2023809523809526,3.9411764705882355,4.0
ENSG00000197956,2.1666666666666665,1.9880952380952381,2.588235294117647,2.25
ENSG00000079785,1.9444444444444444,2.0,2.0,2.0
ENSG00000121966,2.0,2.011904761904762,2.0,2.0
ENSG00000156298,1.0,1.0,1.0,1.0
ENSG00000180537,2.0,2.0,2.0,2.25
ENSG00000181513,2.0,2.0,2.0,2.0
ENSG00000120915,1.3333333333333333,1.0119047619047619,1.0588235294117647,1.0
ENSG00000176853,3.4444444444444446,4.226190476190476,3.9411764705882355,4.0
ENSG00000162144,2.0,1.9761904761904763,2.0,1.75
ENSG00000196684,2.0,1.9880952380952381,2.0588235294117645,2.0
ENSG00000215915,1.3333333333333333,1.0357142857142858,1.0,1.0
ENSG00000165702,2.7222222222222223,2.988095238095238,2.9411764705882355,3.0
ENSG00000163795,2.0,2.0,2.0,2.0
ENSG00000173599,2.0,1.9761904761904763,2.0,1.75
ENSG00000182362,2.0555555555555554,2.0,2.0,2.0
ENSG00000138207,1.3333333333333333,1.0,1.0588235294117647,1.0
ENSG00000145494,2.0,2.0,1.9411764705882353,2.25
ENSG00000146070,2.0,1.9880952380952381,2.0,2.25
ENSG00000113073,2.0,2.0,2.0,2.0
ENSG00000165046,2.0,1.9880952380952381,2.0588235294117645,2.0
ENSG00000112763,2.0,1.9880952380952381,2.0,2.25
ENSG00000213190,2.0555555555555554,1.9761904761904763,2.1176470588235294,2.25
ENSG00000140992,1.3333333333333333,1.0,1.0,1.0
ENSG00000114115,1.8888888888888888,2.0,1.1176470588235294,2.0
ENSG00000083812,1.3333333333333333,1.0,1.0,1.0
ENSG00000075303,2.0,2.119047619047619,2.176470588235294,2.0
ENSG00000151849,10.944444444444445,17.607142857142858,4.0,18.0
ENSG00000185267,2.0555555555555554,1.9761904761904763,2.0,2.0
