,clone0,clone1,clone2,clone3
ENSG00000107796,1.8874458874458875,1.6153846153846154,1.25,2.0
ENSG00000117118,1.5627705627705628,2.076923076923077,2.0,2.0
ENSG00000006432,1.2857142857142858,1.0769230769230769,1.0,1.0
ENSG00000168522,3.1082251082251084,3.3846153846153846,3.5,3.0
ENSG00000186395,1.9437229437229437,2.0,2.0,2.0
ENSG00000145391,1.948051948051948,1.9230769230769231,1.75,2.0
ENSG00000258429,1.9913419913419914,2.0,1.75,2.0
ENSG00000267080,1.722943722943723,1.1538461538461537,1.0,1.0
ENSG00000100519,1.2727272727272727,1.0769230769230769,1.0,1.0
ENSG00000095906,1.9350649350649352,2.0,1.75,2.0
ENSG00000116670,1.567099567099567,2.0,2.0,2.0
ENSG00000101473,5.207792207792208,6.0,5.5,6.0
ENSG00000189144,2.883116883116883,2.8461538461538463,2.75,3.0
ENSG00000197747,2.0865800865800868,1.9230769230769231,2.0,2.0
ENSG00000134897,3.121212121212121,4.076923076923077,3.0,3.0
ENSG00000213079,1.9134199134199135,1.9230769230769231,1.75,2.0
ENSG00000009830,1.2683982683982684,1.1538461538461537,1.0,1.0
ENSG00000221829,1.6147186147186148,1.0769230769230769,1.5,1.0
ENSG00000165879,1.8874458874458875,1.6153846153846154,1.25,2.0
ENSG00000167645,2.883116883116883,2.8461538461538463,2.75,3.0
ENSG00000175164,1.4848484848484849,1.0769230769230769,1.5,1.0
ENSG00000137261,2.567099567099567,2.6923076923076925,2.0,3.0
ENSG00000100591,1.2683982683982684,1.1538461538461537,1.0,1.0
ENSG00000278023,2.0,2.0,2.0,2.0
ENSG00000113719,1.2034632034632036,1.0769230769230769,1.25,1.0
ENSG00000161610,1.9437229437229437,2.0,2.0,2.0
ENSG00000050730,1.9523809523809523,1.9230769230769231,2.0,2.0
ENSG00000100271,1.2207792207792207,1.2307692307692308,1.0,1.0
ENSG00000168090,1.9653679653679654,2.0,2.25,2.0
ENSG00000177721,1.155844155844156,1.0769230769230769,1.0,1.0
ENSG00000150630,1.9134199134199135,1.8461538461538463,1.75,2.0
ENSG00000165621,3.121212121212121,3.3846153846153846,3.0,3.0
ENSG00000139644,2.034632034632035,2.076923076923077,1.75,2.0
ENSG00000200792,1.8354978354978355,1.6153846153846154,1.75,1.0
ENSG00000204370,1.5411255411255411,2.076923076923077,1.75,2.0
ENSG00000164972,1.6103896103896105,1.0769230769230769,1.5,1.0
ENSG00000168903,1.2077922077922079,1.1538461538461537,1.25,1.0
ENSG00000213722,2.601731601731602,2.6923076923076925,2.0,3.0
ENSG00000111669,2.341991341991342,2.076923076923077,1.75,2.0
ENSG00000127152,1.2813852813852813,1.0769230769230769,1.0,1.0
ENSG00000284922,1.567099567099567,2.076923076923077,1.75,2.0
ENSG00000110583,1.4242424242424243,2.076923076923077,1.75,2.0
ENSG00000124588,2.601731601731602,2.6923076923076925,2.0,3.0
ENSG00000160117,2.6623376623376624,2.8461538461538463,2.75,3.0
ENSG00000144115,2.0086580086580086,1.9230769230769231,2.25,2.0
ENSG00000236830,1.8398268398268398,1.6153846153846154,1.75,1.0
ENSG00000143870,1.9090909090909092,1.9230769230769231,2.25,2.0
ENSG00000141505,1.9870129870129871,2.0,2.0,2.0
ENSG00000169682,1.9913419913419914,2.0,1.75,2.0
ENSG00000130177,3.1385281385281387,4.076923076923077,3.0,3.0
ENSG00000100473,1.2727272727272727,1.0769230769230769,1.0,1.0
ENSG00000138107,1.8874458874458875,1.6153846153846154,1.25,2.0
ENSG00000173992,1.4285714285714286,2.076923076923077,1.75,2.0
ENSG00000247271,2.7662337662337664,3.230769230769231,3.0,3.0
ENSG00000177519,2.0043290043290045,1.9230769230769231,2.25,2.0
ENSG00000109736,1.8354978354978355,1.5384615384615385,1.25,1.0
ENSG00000125652,1.251082251082251,1.0,1.0,1.0
ENSG00000186352,1.8571428571428572,1.8461538461538463,1.75,2.0
ENSG00000058600,1.9393939393939394,2.0,1.75,2.0
ENSG00000063978,1.8354978354978355,1.5384615384615385,1.25,1.0
ENSG00000187984,1.6277056277056277,1.0769230769230769,1.5,1.0
ENSG00000111696,2.0043290043290045,2.076923076923077,1.75,2.0
ENSG00000186994,1.2640692640692641,1.0,1.0,1.0
ENSG00000105063,2.653679653679654,2.923076923076923,2.75,3.0
ENSG00000182308,1.8398268398268398,1.5384615384615385,1.25,1.0
ENSG00000189223,2.012987012987013,1.9230769230769231,2.25,2.0
ENSG00000240038,1.225108225108225,1.1538461538461537,1.0,1.0
ENSG00000174365,5.186147186147186,6.0,5.5,6.0
ENSG00000101162,5.16017316017316,6.0,5.25,6.0
ENSG00000233893,1.9177489177489178,1.9230769230769231,1.75,2.0
ENSG00000131149,1.9783549783549783,2.0,1.75,2.0
ENSG00000258839,1.9783549783549783,2.0,1.75,2.0
ENSG00000116990,1.4675324675324675,1.1538461538461537,1.0,1.0
ENSG00000266405,1.3116883116883118,1.0,1.25,1.0
ENSG00000140403,1.9004329004329004,1.9230769230769231,2.25,2.0
ENSG00000142676,1.2164502164502164,1.2307692307692308,1.0,1.0
ENSG00000169857,1.9870129870129871,1.9230769230769231,2.25,2.0
ENSG00000175445,1.0865800865800865,0.9230769230769231,1.0,1.0
ENSG00000169413,1.277056277056277,1.0769230769230769,1.0,1.0
ENSG00000131652,1.9350649350649352,2.0,1.75,2.0
ENSG00000158941,1.0865800865800865,0.9230769230769231,1.0,1.0
ENSG00000113790,1.6493506493506493,1.1538461538461537,1.0,1.0
ENSG00000066322,1.606060606060606,1.1538461538461537,1.0,1.0
ENSG00000115318,2.012987012987013,1.8461538461538463,2.25,2.0
ENSG00000158710,1.9913419913419914,1.9230769230769231,2.0,2.0
ENSG00000185361,1.251082251082251,1.0,1.0,1.0
ENSG00000135341,1.9090909090909092,1.9230769230769231,1.75,2.0
ENSG00000146054,1.2077922077922079,1.1538461538461537,1.25,1.0
ENSG00000129932,1.251082251082251,1.0,1.0,1.0
ENSG00000116525,1.3982683982683983,1.2307692307692308,1.0,1.0
ENSG00000134575,1.4545454545454546,2.076923076923077,1.75,2.0
ENSG00000260097,1.9653679653679654,2.0,2.25,2.0
ENSG00000153832,2.0086580086580086,1.9230769230769231,2.25,2.0
ENSG00000167701,2.987012987012987,3.3846153846153846,3.75,3.0
ENSG00000204673,2.727272727272727,2.923076923076923,2.75,3.0
ENSG00000261652,1.8138528138528138,1.8461538461538463,2.25,2.0
ENSG00000267534,1.7359307359307359,1.6923076923076923,1.5,1.0
ENSG00000275302,2.0,2.0,2.0,2.0
ENSG00000147677,2.9696969696969697,3.3846153846153846,3.5,3.0
ENSG00000178904,2.83982683982684,2.8461538461538463,2.75,3.0
ENSG00000116906,1.974025974025974,1.9230769230769231,2.0,2.0
ENSG00000135424,2.3593073593073592,2.076923076923077,1.75,2.0
ENSG00000075702,2.878787878787879,2.8461538461538463,2.75,3.0
ENSG00000186532,1.6666666666666667,1.0769230769230769,1.5,1.0
ENSG00000126562,1.9437229437229437,2.0,2.0,2.0
ENSG00000079974,1.2164502164502164,1.2307692307692308,1.0,1.0
ENSG00000153721,1.9134199134199135,1.9230769230769231,1.75,2.0
ENSG00000100376,1.2164502164502164,1.2307692307692308,1.0,1.0
ENSG00000080824,1.29004329004329,1.0769230769230769,1.0,1.0
ENSG00000170464,1.2121212121212122,1.0769230769230769,1.25,1.0
ENSG00000117362,2.090909090909091,1.9230769230769231,2.0,2.0
ENSG00000155876,1.4935064935064934,1.1538461538461537,1.75,1.0
ENSG00000131844,1.1688311688311688,1.0769230769230769,1.0,1.0
ENSG00000172046,1.6103896103896105,1.1538461538461537,1.0,1.0
ENSG00000099821,1.2554112554112553,1.0,1.0,1.0
ENSG00000185262,1.7142857142857142,1.1538461538461537,1.0,1.0
ENSG00000131470,1.9437229437229437,2.0,2.0,2.0
ENSG00000158457,1.9783549783549783,2.0,2.25,2.0
ENSG00000049883,1.1688311688311688,1.0769230769230769,1.0,1.0
ENSG00000102287,2.4155844155844157,2.6923076923076925,2.0,2.0
ENSG00000131467,1.9437229437229437,2.0,2.0,2.0
ENSG00000228315,1.2121212121212122,1.2307692307692308,1.0,1.0
ENSG00000131845,2.653679653679654,2.923076923076923,2.75,3.0
ENSG00000097033,1.2121212121212122,1.0769230769230769,1.0,1.0
ENSG00000257127,2.0043290043290045,2.076923076923077,1.75,2.0
ENSG00000157106,1.9393939393939394,2.0,1.75,2.0
ENSG00000153187,1.9696969696969697,1.9230769230769231,2.0,2.0
ENSG00000163412,1.5757575757575757,1.1538461538461537,1.0,1.0
ENSG00000165828,1.87012987012987,1.6153846153846154,1.0,2.0
ENSG00000123384,2.3593073593073592,2.076923076923077,1.75,2.0
ENSG00000100714,1.29004329004329,1.0769230769230769,1.0,1.0
ENSG00000120696,3.1385281385281387,3.3846153846153846,3.0,3.0
ENSG00000167635,2.8701298701298703,2.8461538461538463,2.75,3.0
ENSG00000175820,3.121212121212121,4.076923076923077,3.0,3.0
ENSG00000006757,2.4155844155844157,2.6923076923076925,2.0,2.0
ENSG00000110195,1.567099567099567,2.076923076923077,1.75,2.0
ENSG00000160233,1.852813852813853,1.6153846153846154,1.75,1.0
ENSG00000186567,2.727272727272727,2.923076923076923,2.75,3.0
ENSG00000205744,1.251082251082251,1.0,1.0,1.0
ENSG00000180182,2.4718614718614718,2.6923076923076925,2.0,2.0
ENSG00000241370,2.601731601731602,2.6923076923076925,2.0,3.0
ENSG00000074319,2.761904761904762,3.230769230769231,3.0,3.0
ENSG00000135596,1.9437229437229437,1.9230769230769231,1.75,2.0
ENSG00000179091,2.987012987012987,3.3846153846153846,3.75,3.0
ENSG00000149480,1.4285714285714286,2.076923076923077,1.75,2.0
ENSG00000173660,1.7532467532467533,1.1538461538461537,1.0,1.0
ENSG00000196371,1.5411255411255411,2.076923076923077,1.75,2.0
ENSG00000169715,1.9913419913419914,2.0,1.75,2.0
ENSG00000105197,2.8917748917748916,2.8461538461538463,2.75,3.0
ENSG00000112658,2.6406926406926408,2.6923076923076925,2.0,3.0
ENSG00000101247,1.7619047619047619,2.076923076923077,2.0,2.0
ENSG00000163132,1.8354978354978355,1.5384615384615385,1.25,1.0
ENSG00000087470,2.3203463203463204,2.076923076923077,1.75,2.0
ENSG00000146007,1.2164502164502164,1.0769230769230769,1.25,1.0
ENSG00000137501,1.5497835497835497,2.076923076923077,1.75,2.0
ENSG00000155313,1.8354978354978355,1.6153846153846154,1.75,1.0
ENSG00000156574,1.9004329004329004,1.6153846153846154,1.25,2.0
ENSG00000145014,1.6233766233766234,1.1538461538461537,1.0,1.0
ENSG00000163807,1.606060606060606,1.1538461538461537,1.0,1.0
ENSG00000113739,1.199134199134199,1.0769230769230769,1.25,1.0
ENSG00000130812,1.7359307359307359,1.6923076923076923,1.5,1.0
ENSG00000142910,1.3982683982683983,1.2307692307692308,1.0,1.0
ENSG00000166169,1.8917748917748918,1.6153846153846154,1.25,2.0
ENSG00000165355,1.2727272727272727,1.0769230769230769,1.0,1.0
ENSG00000104472,2.982683982683983,3.3846153846153846,3.75,3.0
ENSG00000159069,1.8051948051948052,2.0,2.0,2.0
ENSG00000085563,1.9523809523809523,2.0,2.25,2.0
ENSG00000114999,2.012987012987013,1.9230769230769231,2.25,2.0
ENSG00000162775,1.2294372294372293,1.1538461538461537,1.0,1.0
ENSG00000196664,2.5194805194805197,2.6923076923076925,2.0,2.0
ENSG00000120686,3.0952380952380953,3.3846153846153846,3.0,3.0
ENSG00000108592,1.7272727272727273,1.1538461538461537,1.0,1.0
ENSG00000112031,1.9090909090909092,1.9230769230769231,1.75,2.0
ENSG00000153246,2.0086580086580086,1.9230769230769231,2.25,2.0
ENSG00000145425,1.948051948051948,1.9230769230769231,1.75,2.0
ENSG00000154874,2.0043290043290045,2.0,2.0,2.0
ENSG00000139209,2.45021645021645,2.076923076923077,1.75,2.0
ENSG00000130234,2.432900432900433,2.6923076923076925,2.0,2.0
ENSG00000106144,1.9653679653679654,2.0,2.25,2.0
ENSG00000143549,2.0865800865800868,1.9230769230769231,2.0,2.0
ENSG00000164124,1.9523809523809523,1.9230769230769231,1.75,2.0
ENSG00000125944,1.2164502164502164,1.2307692307692308,1.0,1.0
ENSG00000144550,1.844155844155844,2.0,1.75,2.0
ENSG00000140988,1.9350649350649352,2.0,1.75,2.0
ENSG00000169129,1.8874458874458875,1.6153846153846154,1.25,2.0
ENSG00000253710,3.116883116883117,3.3846153846153846,3.0,3.0
ENSG00000126062,1.606060606060606,1.1538461538461537,1.0,1.0
ENSG00000273841,1.1688311688311688,1.0769230769230769,1.0,1.0
ENSG00000142186,1.4242424242424243,2.076923076923077,1.75,2.0
ENSG00000090554,2.727272727272727,2.923076923076923,2.75,3.0
ENSG00000139629,2.034632034632035,2.076923076923077,1.75,2.0
ENSG00000135763,1.974025974025974,1.9230769230769231,2.0,2.0
ENSG00000185338,1.9350649350649352,2.0,1.75,2.0
ENSG00000196428,1.6493506493506493,1.1538461538461537,1.0,1.0
ENSG00000118557,1.9826839826839826,2.0,1.75,2.0
ENSG00000143452,2.090909090909091,1.9230769230769231,2.0,2.0
ENSG00000077713,2.4372294372294374,2.6923076923076925,2.0,2.0
ENSG00000223865,2.601731601731602,2.6923076923076925,2.0,3.0
ENSG00000002016,2.3636363636363638,2.076923076923077,1.75,2.0
ENSG00000100596,1.2683982683982684,1.1538461538461537,1.0,1.0
ENSG00000113916,1.6017316017316017,1.1538461538461537,1.0,1.0
ENSG00000176340,1.4242424242424243,2.076923076923077,1.75,2.0
ENSG00000008405,2.0043290043290045,2.076923076923077,1.75,2.0
ENSG00000170631,2.987012987012987,3.3846153846153846,3.75,3.0
ENSG00000227855,2.2554112554112553,2.0,2.25,2.0
ENSG00000115844,2.0086580086580086,1.9230769230769231,2.25,2.0
ENSG00000224973,1.2121212121212122,1.1538461538461537,1.0,1.0
ENSG00000117697,1.9783549783549783,1.9230769230769231,2.0,2.0
ENSG00000171223,2.4025974025974026,2.4615384615384617,2.25,3.0
ENSG00000132561,2.9783549783549783,3.3846153846153846,3.5,3.0
ENSG00000101276,1.800865800865801,2.0,2.0,2.0
ENSG00000166140,2.0043290043290045,1.9230769230769231,2.25,2.0
ENSG00000137959,1.2207792207792207,1.0769230769230769,1.0,1.0
ENSG00000184634,2.4545454545454546,2.6923076923076925,2.0,2.0
ENSG00000114904,1.606060606060606,1.1538461538461537,1.0,1.0
ENSG00000137656,1.5497835497835497,2.076923076923077,1.75,2.0
ENSG00000072571,1.2121212121212122,1.0769230769230769,1.25,1.0
ENSG00000147050,2.4675324675324677,2.6923076923076925,2.0,2.0
ENSG00000143753,1.9826839826839826,1.9230769230769231,2.0,2.0
ENSG00000113558,1.1904761904761905,1.0769230769230769,1.0,1.0
ENSG00000182054,1.9090909090909092,1.9230769230769231,2.25,2.0
ENSG00000188227,2.8744588744588744,2.8461538461538463,2.75,3.0
ENSG00000155660,1.9653679653679654,2.0,2.25,2.0
ENSG00000226031,2.406926406926407,2.6923076923076925,2.0,2.0
ENSG00000277161,2.0,2.0,2.0,2.0
ENSG00000080802,1.9567099567099566,2.0,2.25,2.0
ENSG00000026297,2.722943722943723,2.6923076923076925,2.25,3.0
ENSG00000166340,2.675324675324675,3.230769230769231,3.0,3.0
ENSG00000132321,2.0043290043290045,1.9230769230769231,2.25,2.0
ENSG00000173145,1.8874458874458875,1.6153846153846154,1.25,2.0
ENSG00000157426,1.9610389610389611,1.8461538461538463,1.75,2.0
ENSG00000163931,1.606060606060606,1.1538461538461537,1.0,1.0
ENSG00000171453,2.6406926406926408,2.6923076923076925,2.0,3.0
ENSG00000005007,2.670995670995671,2.8461538461538463,2.75,3.0
ENSG00000154856,1.0952380952380953,1.0,1.0,1.0
ENSG00000127184,1.1601731601731602,1.0769230769230769,1.0,1.0
ENSG00000142751,1.2077922077922079,1.2307692307692308,1.0,1.0
ENSG00000281778,3.0779220779220777,3.3076923076923075,3.0,3.0
ENSG00000107021,1.4935064935064934,1.0769230769230769,1.5,1.0
ENSG00000111605,2.0043290043290045,2.076923076923077,1.75,2.0
ENSG00000152620,1.1515151515151516,1.0769230769230769,1.0,1.0
ENSG00000125447,1.7142857142857142,1.1538461538461537,1.0,1.0
ENSG00000168710,1.2294372294372293,1.1538461538461537,1.0,1.0
ENSG00000136270,2.2164502164502164,2.0,2.25,2.0
ENSG00000288649,5.16017316017316,6.0,5.5,6.0
ENSG00000015475,1.2164502164502164,1.2307692307692308,1.0,1.0
ENSG00000076248,2.0043290043290045,2.076923076923077,1.75,2.0
ENSG00000141965,1.251082251082251,1.0,1.0,1.0
ENSG00000141570,1.70995670995671,1.1538461538461537,1.0,1.0
ENSG00000062524,2.0043290043290045,1.9230769230769231,2.25,2.0
ENSG00000121769,1.3982683982683983,1.2307692307692308,1.0,1.0
ENSG00000090971,2.653679653679654,2.923076923076923,2.75,3.0
ENSG00000177830,2.675324675324675,3.230769230769231,3.0,3.0
ENSG00000189091,1.9870129870129871,2.0,1.75,2.0
ENSG00000198911,1.2207792207792207,1.2307692307692308,1.0,1.0
ENSG00000125434,1.9913419913419914,2.0,2.0,2.0
ENSG00000187187,2.787878787878788,2.8461538461538463,2.75,3.0
ENSG00000173621,1.4285714285714286,2.076923076923077,1.75,2.0
ENSG00000138660,1.9567099567099566,1.9230769230769231,2.0,2.0
ENSG00000125657,1.251082251082251,1.0,1.0,1.0
ENSG00000100603,1.2683982683982684,1.1538461538461537,1.0,1.0
ENSG00000164733,1.0909090909090908,1.0,1.0,1.0
ENSG00000172336,1.9653679653679654,2.0,2.25,2.0
ENSG00000164713,1.9523809523809523,2.0,2.25,2.0
ENSG00000106305,2.58008658008658,2.6153846153846154,3.25,2.0
ENSG00000149133,1.4285714285714286,2.076923076923077,1.75,2.0
ENSG00000100281,1.2207792207792207,1.1538461538461537,1.0,1.0
ENSG00000115641,2.0086580086580086,1.9230769230769231,2.25,2.0
ENSG00000170608,2.727272727272727,2.923076923076923,2.75,3.0
ENSG00000170899,2.6103896103896105,2.6923076923076925,2.0,3.0
ENSG00000115211,2.0303030303030303,1.9230769230769231,2.25,2.0
ENSG00000118412,1.9177489177489178,1.9230769230769231,1.75,2.0
ENSG00000204463,2.601731601731602,2.6923076923076925,2.0,3.0
ENSG00000106723,1.606060606060606,1.1538461538461537,1.5,1.0
ENSG00000155008,2.4675324675324677,2.6923076923076925,2.0,2.0
ENSG00000076928,2.722943722943723,2.8461538461538463,2.75,3.0
ENSG00000174010,2.4285714285714284,2.6923076923076925,2.0,2.0
ENSG00000079387,2.0432900432900434,2.076923076923077,1.75,2.0
ENSG00000066855,2.9696969696969697,3.3846153846153846,3.5,3.0
ENSG00000104980,1.2554112554112553,1.0,1.0,1.0
ENSG00000156983,1.844155844155844,2.0,1.75,2.0
ENSG00000173786,1.9437229437229437,2.0,2.0,2.0
ENSG00000083093,1.9350649350649352,2.0,1.75,2.0
ENSG00000198185,5.207792207792208,6.0,5.5,6.0
ENSG00000073350,1.7142857142857142,1.1538461538461537,1.0,1.0
ENSG00000167280,1.70995670995671,1.1538461538461537,1.0,1.0
ENSG00000213920,1.277056277056277,1.0769230769230769,1.0,1.0
ENSG00000130822,2.4242424242424243,2.6923076923076925,2.0,2.0
ENSG00000157578,1.8398268398268398,1.6153846153846154,1.75,1.0
ENSG00000164615,1.2121212121212122,1.0769230769230769,1.0,1.0
ENSG00000101181,5.1688311688311686,6.076923076923077,5.5,6.0
ENSG00000126822,1.29004329004329,1.0769230769230769,1.0,1.0
ENSG00000166949,1.9047619047619047,1.9230769230769231,2.25,2.0
ENSG00000258947,1.9783549783549783,2.0,1.75,2.0
ENSG00000160471,2.653679653679654,2.923076923076923,2.75,3.0
ENSG00000273749,1.9610389610389611,1.8461538461538463,2.25,2.0
ENSG00000060566,1.251082251082251,1.0,1.0,1.0
ENSG00000139921,1.2683982683982684,1.0769230769230769,1.0,1.0
ENSG00000072958,2.6666666666666665,2.8461538461538463,2.75,3.0
ENSG00000119508,1.6103896103896105,1.0769230769230769,1.5,1.0
ENSG00000109255,1.9567099567099566,1.8461538461538463,1.75,2.0
ENSG00000178026,1.2121212121212122,1.2307692307692308,1.0,1.0
ENSG00000138772,1.9870129870129871,1.9230769230769231,2.0,2.0
ENSG00000185730,2.987012987012987,3.3846153846153846,3.75,3.0
ENSG00000197956,2.0865800865800868,1.9230769230769231,2.0,2.0
ENSG00000079785,1.9264069264069263,1.9230769230769231,2.25,2.0
ENSG00000156298,2.4588744588744587,2.6923076923076925,2.0,2.0
ENSG00000181513,1.722943722943723,1.1538461538461537,1.0,1.0
ENSG00000120915,1.0865800865800865,0.9230769230769231,1.0,1.0
ENSG00000176853,2.9913419913419914,3.3846153846153846,3.75,3.0
ENSG00000162144,1.41991341991342,2.076923076923077,1.75,2.0
ENSG00000196684,2.6666666666666665,2.8461538461538463,2.75,3.0
ENSG00000215915,1.5757575757575757,2.0,2.0,2.0
ENSG00000163795,2.0303030303030303,1.9230769230769231,2.25,2.0
ENSG00000173599,1.4285714285714286,2.076923076923077,1.75,2.0
ENSG00000157404,1.9523809523809523,1.8461538461538463,1.75,2.0
ENSG00000182362,1.852813852813853,1.6153846153846154,1.75,1.0
ENSG00000138207,1.8874458874458875,1.6153846153846154,1.25,2.0
ENSG00000145494,1.1688311688311688,1.0769230769230769,1.0,1.0
ENSG00000165046,3.0952380952380953,3.3846153846153846,3.5,3.0
ENSG00000112763,2.5627705627705626,2.6923076923076925,2.0,3.0
ENSG00000213190,2.090909090909091,1.9230769230769231,2.0,2.0
ENSG00000140992,1.9350649350649352,2.0,1.75,2.0
