,clone0,clone1,clone2,clone3
ENSG00000171466,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000071553,1.0986122886681093,0.6931471805599453,1.0648235296590955,0.6931471805599453
ENSG00000154124,1.2584356622524322,1.1945063128187032,1.3143738430069454,1.0986122886681096
ENSG00000259120,1.0986122886681093,1.0986122886681096,1.0986122886681093,0.6931471805599453
ENSG00000101109,1.6094379124341,1.1945063128187032,1.6094379124340998,1.6094379124341003
ENSG00000171169,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000077463,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000203876,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000114735,0.873353895274685,1.0986122886681096,1.0648235296590955,0.6931471805599453
ENSG00000203943,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000140612,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000161281,1.0986122886681093,1.0986122886681096,1.0648235296590955,1.0986122886681096
ENSG00000149150,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000124444,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000133256,0.6931471805599453,1.0986122886681096,1.0648235296590955,1.0986122886681096
ENSG00000149782,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000173275,1.0986122886681093,0.6931471805599453,1.0648235296590955,0.6931471805599453
ENSG00000119630,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000183978,1.0986122886681093,1.0986122886681096,1.1225857947057578,0.6931471805599453
ENSG00000174738,0.873353895274685,1.0986122886681096,1.0648235296590955,0.6931471805599453
ENSG00000118503,1.3223650116861616,1.1945063128187032,1.242453324894,1.0986122886681096
ENSG00000167037,0.6931471805599453,0.9634572526320548,0.6931471805599453,0.6931471805599453
ENSG00000120727,1.4358818169674927,1.1945063128187032,1.516461432719846,1.3862943611198906
ENSG00000104907,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000143314,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000172071,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000111727,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000115364,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000177674,0.6931471805599453,0.9634572526320548,0.6931471805599453,0.6931471805599453
ENSG00000082269,1.0986122886681093,1.0986122886681096,1.0986122886681093,0.6931471805599453
ENSG00000132670,1.0535606099894244,1.0986122886681096,1.0648235296590955,0.6931471805599453
ENSG00000092201,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000241839,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000178988,0.6931471805599453,1.0986122886681096,1.0648235296590955,1.0986122886681096
ENSG00000214046,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000229809,1.3862943611198906,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000167131,1.0986122886681093,1.0986122886681096,1.1225857947057578,0.6931471805599453
ENSG00000143751,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000198961,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000109814,0.6931471805599453,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000125753,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000140323,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000101391,1.6094379124341,1.1945063128187032,1.6094379124340998,1.6094379124341003
ENSG00000198492,0.6931471805599453,0.9634572526320548,0.7269359395689591,0.6931471805599453
ENSG00000125538,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000064601,1.6094379124341,1.1945063128187032,1.6094379124340998,1.6094379124341003
ENSG00000171121,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000114395,0.873353895274685,1.0986122886681096,1.0648235296590955,0.6931471805599453
ENSG00000197782,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000269900,1.0855252847062888,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000138069,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000118046,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000168724,1.0986122886681093,1.0986122886681096,0.9634572526320545,1.0986122886681096
ENSG00000103196,1.3862943611198906,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000188315,0.873353895274685,1.0986122886681096,1.0648235296590955,0.6931471805599453
ENSG00000115163,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000198729,1.3223650116861616,1.1945063128187032,1.242453324894,1.0986122886681096
ENSG00000100353,0.6931471805599453,0.9634572526320548,0.6931471805599453,0.6931471805599453
ENSG00000116017,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000105997,1.2584356622524322,1.0986122886681096,1.2664268309316484,1.3862943611198906
ENSG00000152147,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000130159,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000167491,1.1625416381018385,1.0986122886681096,1.1465593007434063,1.0986122886681096
ENSG00000168140,1.354329686403026,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000135632,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000103091,1.3862943611198906,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000204482,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000114107,1.0986122886681093,1.0986122886681096,1.0648235296590955,1.0986122886681096
ENSG00000186184,1.629695863188984,1.1945063128187032,1.6246313755002628,1.791759469228055
ENSG00000121680,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000150722,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000100504,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000188257,0.6931471805599453,0.9634572526320548,0.6931471805599453,0.6931471805599453
ENSG00000140941,1.3862943611198906,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000170345,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000068438,1.0986122886681093,0.6931471805599453,1.0986122886681093,0.6931471805599453
ENSG00000103260,1.354329686403026,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000213585,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000059145,1.354329686403026,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000102984,1.3862943611198906,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000079435,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000135956,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000066697,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000107796,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000117118,0.6931471805599453,0.9634572526320548,0.6931471805599453,0.6931471805599453
ENSG00000006432,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000168522,1.0986122886681093,1.0986122886681096,1.1225857947057578,1.0986122886681096
ENSG00000186395,1.0986122886681093,1.0986122886681096,1.1225857947057578,0.6931471805599453
ENSG00000145391,0.6931471805599453,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000267080,1.0986122886681093,1.0986122886681096,1.1225857947057578,0.6931471805599453
ENSG00000100519,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000095906,1.354329686403026,1.1945063128187032,1.3143738430069454,1.3862943611198906
ENSG00000116670,0.6931471805599453,0.9634572526320548,0.6931471805599453,0.6931471805599453
ENSG00000101473,1.6094379124341,1.1945063128187032,1.6094379124340998,1.6094379124341003
ENSG00000189144,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000197747,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000134897,1.6499538139438679,1.1945063128187032,1.7309856169634033,1.791759469228055
ENSG00000213079,1.3223650116861616,1.1945063128187032,1.242453324894,1.0986122886681096
ENSG00000009830,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
ENSG00000221829,1.130576963384974,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000165879,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000167645,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000175164,1.0986122886681093,1.0986122886681096,1.0986122886681093,1.0986122886681096
ENSG00000100591,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.6931471805599453
