"","predict","cell"
"1","1","CRC10_PT3_126"
"2","1","CRC10_LN1_030"
"3","1","CRC10_LN1_042"
"4","1","CRC10_PT3_103"
"5","3","CRC10_LN1_006"
"6","1","CRC10_PT3_107"
"7","1","CRC10_PT3_145"
"8","1","CRC10_PT3_141"
"9","3","CRC10_PT3_109"
"10","3","CRC10_LN1_041"
"11","3","CRC10_PT4_738"
"12","3","CRC10_LN1_003"
"13","1","CRC10_PT3_118"
"14","3","CRC10_LN1_039"
"15","3","CRC10_PT3_105"
"16","3","CRC10_PT3_114"
"17","3","CRC10_LN1_035"
"18","3","CRC10_LN1_017"
"19","1","CRC10_LN1_046"
"20","1","CRC10_PT3_138"
"21","1","CRC10_LN1_011"
"22","3","CRC10_LN1_019"
"23","1","CRC10_LN1_026"
"24","1","CRC10_LN1_008"
"25","1","CRC10_PT3_111"
"26","1","CRC10_PT3_119"
"27","1","CRC10_LN1_028"
"28","1","CRC10_LN2_287"
"29","1","CRC10_LN1_044"
"30","1","CRC10_LN1_029"
"31","1","CRC10_PT3_125"
"32","1","CRC10_PT4_740"
"33","1","CRC10_LN1_016"
"34","1","CRC10_LN3_070"
"35","1","CRC10_PT3_122"
"36","1","CRC10_PT3_127"
"37","3","CRC10_PT3_110"
"38","3","CRC10_LN1_047"
"39","1","CRC10_LN1_024"
"40","1","CRC10_PT3_104"
"41","1","CRC10_LN1_040"
"42","3","CRC10_LN1_014"
"43","3","CRC10_PT3_128"
"44","3","CRC10_LN1_010"
"45","1","CRC10_LN1_033"
"46","1","CRC10_PT1_154"
"47","1","CRC10_PT4_745"
"48","3","CRC10_PT3_147"
"49","1","CRC10_LN1_015"
"50","1","CRC10_LN1_038"
"51","1","CRC10_PT4_748"
"52","3","CRC10_PT3_115"
"53","1","CRC10_LN1_031"
"54","1","CRC10_PT3_106"
"55","3","CRC10_PT3_101"
"56","1","CRC10_PT3_113"
"57","1","CRC10_PT3_124"
"58","1","CRC10_PT3_140"
"59","3","CRC10_PT1_165"
"60","1","CRC10_LN1_021"
"61","1","CRC10_LN1_018"
"62","1","CRC10_PT3_117"
"63","1","CRC10_PT3_112"
"64","1","CRC10_LN1_048"
"65","1","CRC10_PT3_108"
"66","1","CRC10_PT3_131"
"67","1","CRC10_LN3_073"
"68","3","CRC10_LN1_007"
"69","1","CRC10_PT3_137"
"70","1","CRC10_LN1_025"
"71","1","CRC10_PT3_102"
"72","3","CRC10_PT1_160"
"73","3","CRC10_PT1_155"
"74","3","CRC10_PT1_156"
"75","1","CRC10_PT3_135"
"76","1","CRC10_PT3_133"
"77","3","CRC10_PT3_136"
"78","3","CRC10_PT1_175"
"79","1","CRC10_PT1_157"
"80","1","CRC10_PT2_244"
"81","3","CRC10_LN1_004"
"82","1","CRC10_PT3_148"
"83","1","CRC10_PT3_130"
"84","3","CRC10_LN1_037"
"85","3","CRC10_PT3_142"
