"","predict","cell"
"1","2","CRC11_PT4_712"
"2","2","CRC11_PT4_736"
"3","0","CRC11_PT1_457"
"4","2","CRC11_LN1_320"
"5","2","CRC11_PT1_435"
"6","2","CRC11_PT4_714"
"7","2","CRC11_PT4_741"
"8","1","CRC11_LN1_388"
"9","2","CRC11_PT1_453"
"10","2","CRC11_LN1_321"
"11","2","CRC11_PT4_747"
"12","0","CRC11_PT1_467"
"13","2","CRC11_PT1_447"
"14","2","CRC11_LN1_363"
"15","2","CRC11_PT3_794"
"16","2","CRC11_LN1_301"
"17","2","CRC11_PT4_701"
"18","0","CRC11_PT1_449"
"19","0","CRC11_PT1_438"
"20","0","CRC11_PT1_452"
"21","2","CRC11_LN1_342"
"22","2","CRC11_LN1_344"
"23","2","CRC11_LN1_323"
"24","1","CRC11_LN1_375"
"25","2","CRC11_PT4_724"
"26","2","CRC11_PT2_525"
"27","2","CRC11_LN1_337"
"28","2","CRC11_LN1_350"
"29","0","CRC11_PT3_795"
"30","2","CRC11_PT3_770"
"31","0","CRC11_PT1_461"
"32","2","CRC11_PT3_757"
"33","2","CRC11_LN1_387"
"34","2","CRC11_PT1_459"
"35","1","CRC11_PT4_744"
"36","2","CRC11_LN1_347"
"37","2","CRC11_PT1_536"
"38","2","CRC11_PT3_776"
"39","2","CRC11_PT4_716"
"40","0","CRC11_PT4_746"
"41","2","CRC11_PT4_748"
"42","2","CRC11_PT1_441"
"43","2","CRC11_PT3_789"
"44","2","CRC11_PT4_721"
"45","2","CRC11_PT1_454"
"46","2","CRC11_PT4_720"
"47","2","CRC11_PT3_781"
"48","2","CRC11_LN1_302"
"49","0","CRC11_PT1_468"
"50","2","CRC11_LN1_326"
"51","2","CRC11_PT3_762"
"52","2","CRC11_PT1_428"
"53","2","CRC11_LN1_303"
"54","2","CRC11_PT1_455"
"55","2","CRC11_PT3_779"
"56","1","CRC11_PT4_742"
"57","2","CRC11_PT4_740"
"58","2","CRC11_LN1_327"
"59","2","CRC11_PT1_429"
"60","2","CRC11_PT3_755"
"61","2","CRC11_LN1_378"
"62","2","CRC11_PT4_731"
"63","2","CRC11_PT1_430"
"64","2","CRC11_LN1_360"
"65","1","CRC11_PT4_715"
"66","2","CRC11_PT3_769"
"67","2","CRC11_PT3_772"
"68","0","CRC11_PT3_749"
"69","2","CRC11_PT1_427"
"70","2","CRC11_PT2_485"
"71","2","CRC11_PT4_703"
"72","0","CRC11_PT4_727"
"73","2","CRC11_LN1_362"
"74","2","CRC11_PT3_796"
"75","2","CRC11_PT1_444"
"76","2","CRC11_PT1_542"
"77","0","CRC11_PT1_445"
"78","2","CRC11_LN1_324"
"79","2","CRC11_PT3_778"
"80","2","CRC11_LN1_348"
"81","2","CRC11_PT3_774"
"82","2","CRC11_PT1_537"
"83","2","CRC11_PT3_785"
"84","2","CRC11_LN1_308"
"85","2","CRC11_PT3_786"
"86","0","CRC11_PT1_464"
"87","2","CRC11_PT1_465"
"88","2","CRC11_LN1_351"
"89","1","CRC11_LN1_339"
"90","2","CRC11_PT3_756"
"91","2","CRC11_PT1_535"
"92","2","CRC11_LN1_383"
"93","0","CRC11_PT1_426"
"94","0","CRC11_PT4_739"
"95","2","CRC11_PT3_766"
"96","0","CRC11_PT1_437"
